Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309111000;24.30;0.00;10.00;689.00;65.60;17.40;65.00;3.20;7.90;954.50;1014.70;1017.90;-;-;-;-;-;-;-;-
COM;202309111000;23.20;0.00;10.00;729.00;52.20;12.90;140.00;9.40;14.80;951.00;1015.50;1018.70;-;-;-;-;-;-;-;-
ABO;202309111000;22.80;0.00;10.00;723.00;52.70;12.60;79.00;10.10;15.10;871.50;-;1022.00;1543.10;-;-;-;-;-;-;-
AIG;202309111000;25.20;0.00;10.00;610.00;59.50;16.80;348.00;11.20;18.00;972.20;1015.20;1017.50;-;-;-;-;-;-;-;-
ALT;202309111000;24.60;0.00;10.00;698.00;61.50;16.70;316.00;6.50;9.70;965.20;1014.60;1017.10;-;-;-;-;-;-;-;-
ARH;202309111000;22.50;0.00;10.00;702.00;83.90;19.60;299.00;8.60;14.00;970.30;1015.60;1017.40;-;-;-;-;-;-;-;-
AND;202309111000;22.10;0.00;10.00;672.00;43.10;9.00;160.00;1.40;3.20;906.40;-;1020.30;1543.40;-;-;-;-;-;-;-
ANT;202309111000;21.90;0.00;10.00;724.00;51.90;11.60;115.00;5.40;10.10;860.40;-;1022.60;1541.20;-;-;-;-;-;-;-
ARO;202309111000;18.50;0.00;10.00;743.00;58.30;10.20;97.00;11.90;16.90;816.70;-;1024.90;1534.50;-;-;-;-;-;-;-
RAG;202309111000;25.20;0.00;10.00;683.00;52.40;14.80;151.00;4.00;7.20;959.20;1014.70;1017.80;-;-;-;-;-;-;-;-
BAN;202309111000;-;-;10.00;728.00;-;-;-;-;-;-;-;-;-;-;274.00;7.20;14.40;19.90;65.90;13.30
BAS;202309111000;27.20;0.00;10.00;671.00;52.30;16.60;102.00;2.20;5.00;978.90;1014.50;1016.60;-;-;-;-;-;-;-;-
LAT;202309111000;21.10;0.00;10.00;699.00;57.40;12.40;257.00;4.70;10.10;-;-;-;-;-;-;-;-;-;-;-
BER;202309111000;25.40;0.00;10.00;647.00;55.50;15.80;337.00;2.50;5.80;953.00;1014.60;1018.10;-;-;-;-;-;-;-;-
BEZ;202309111000;25.00;0.00;10.00;675.00;64.30;17.80;16.00;2.20;4.00;978.20;1015.20;1017.00;-;-;-;-;-;-;-;-
BIA;202309111000;24.10;0.00;10.00;711.00;53.90;14.20;200.00;4.70;9.70;984.00;1015.80;1017.20;-;-;-;-;-;-;-;-
BIN;202309111000;21.40;0.00;-;-;53.90;11.70;184.00;3.60;6.80;-;-;-;-;-;-;-;-;-;-;-
BIZ;202309111000;24.40;0.00;10.00;678.00;65.70;17.60;54.00;6.10;11.90;958.10;1014.90;1017.90;-;-;-;-;-;-;-;-
BIV;202309111000;19.80;0.00;-;-;48.60;8.70;268.00;7.90;13.30;-;-;-;-;-;-;-;-;-;-;-
BIE;202309111000;24.40;0.00;10.00;720.00;55.20;14.80;204.00;6.80;12.20;939.10;-;1019.00;1549.90;-;-;-;-;-;-;-
BLA;202309111000;20.40;0.00;10.00;713.00;43.60;7.60;123.00;3.60;6.50;850.40;-;1023.60;1542.90;-;-;-;-;-;-;-
BOL;202309111000;23.70;0.00;10.00;630.00;62.80;16.20;99.00;5.40;15.10;923.80;-;1019.00;1543.00;-;-;-;-;-;-;-
BOU;202309111000;22.50;-;-;-;76.10;18.10;302.00;6.80;8.60;973.30;1016.00;1017.70;-;-;-;-;-;-;-;-
BRZ;202309111000;-;0.00;-;-;-;-;255.00;6.10;9.70;951.30;-;1018.00;-;-;-;-;-;-;-;-
BUS;202309111000;26.10;0.00;10.00;656.00;58.00;17.20;121.00;2.20;6.50;971.60;1015.10;1017.50;-;-;-;-;-;-;-;-
BUF;202309111000;20.70;0.00;10.00;746.00;32.70;3.70;281.00;7.20;14.80;808.10;-;1025.50;1529.90;-;-;-;-;-;-;-
FRE;202309111000;21.70;0.00;10.00;747.00;59.80;13.50;170.00;6.50;11.20;884.30;-;1022.10;1548.80;-;-;-;-;-;-;-
CEV;202309111000;24.00;0.00;10.00;699.00;55.90;14.70;190.00;7.60;14.80;968.20;1015.80;1018.10;-;-;-;-;-;-;-;-
CHZ;202309111000;24.80;0.00;10.00;685.00;60.40;16.60;125.00;4.30;8.30;965.30;1015.10;1017.60;-;-;-;-;-;-;-;-
CHA;202309111000;19.40;0.00;10.00;704.00;61.10;11.70;162.00;12.60;19.10;844.80;-;1023.90;1542.80;-;-;-;-;-;-;-
CHM;202309111000;23.00;0.00;10.00;703.00;63.40;15.70;127.00;6.80;10.80;891.10;-;1021.30;1546.90;-;-;-;-;-;-;-
CHU;202309111000;25.30;0.00;10.00;707.00;48.70;13.70;190.00;2.90;6.50;952.40;1014.30;1017.80;-;-;-;-;-;-;-;-
CHD;202309111000;22.30;0.00;10.00;647.00;56.70;13.30;194.00;5.80;10.80;902.20;-;1020.50;1544.40;-;-;-;-;-;-;-
CIM;202309111000;19.90;0.00;10.00;756.00;59.90;11.90;187.00;4.70;9.70;838.30;-;1024.30;1542.50;-;-;-;-;-;-;-
CDM;202309111000;20.80;0.00;-;-;53.90;11.10;204.00;10.40;15.80;-;-;-;-;-;-;-;-;-;-;-
GSB;202309111000;14.60;0.00;10.00;747.00;47.20;3.50;265.00;11.90;16.60;760.40;-;1029.10;-;3183.00;-;-;-;-;-;-
COY;202309111000;24.90;0.00;-;-;54.20;15.00;48.00;7.60;11.20;-;-;-;-;-;-;-;-;-;-;-
CMA;202309111000;13.20;-;10.00;880.00;75.60;9.00;138.00;2.90;10.40;760.60;-;1029.00;-;3178.30;-;-;-;-;-;-
CRM;202309111000;25.80;0.00;-;674.00;58.40;17.00;210.00;7.60;13.30;966.60;1014.90;1017.50;-;-;-;-;-;-;-;-
DAV;202309111000;20.90;0.00;10.00;731.00;55.60;11.70;25.00;15.50;21.60;844.40;-;1023.40;1538.30;-;-;-;-;-;-;-
DEM;202309111000;25.60;0.00;10.00;700.00;54.90;15.90;57.00;3.20;5.40;965.30;1014.50;1017.20;-;-;-;-;-;-;-;-
DIS;202309111000;22.30;0.00;10.00;717.00;55.60;13.00;140.00;4.00;8.30;884.80;-;1021.70;1546.20;-;-;-;-;-;-;-
EBK;202309111000;25.50;0.00;10.00;694.00;59.70;17.10;327.00;11.20;17.60;945.10;-;1018.10;1547.80;-;-;-;-;-;-;-
