Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309180230;15.40;0.00;0.00;1.00;90.40;13.80;206.00;2.90;6.10;949.00;1010.90;1012.10;-;-;-;-;-;-;-;-
COM;202309180230;17.10;0.00;0.00;0.00;98.60;16.90;254.00;3.20;6.10;951.50;1017.50;1019.20;-;-;-;-;-;-;-;-
ABO;202309180230;15.90;0.00;0.00;3.00;61.20;8.40;3.00;7.20;12.20;867.20;-;1017.10;1495.80;-;-;-;-;-;-;-
AIG;202309180230;18.90;0.00;0.00;0.00;90.40;17.30;109.00;2.90;4.30;968.40;1012.30;1013.50;-;-;-;-;-;-;-;-
ALT;202309180230;26.50;0.00;0.00;0.00;36.20;10.30;141.00;42.10;63.00;959.60;1008.40;1011.20;-;-;-;-;-;-;-;-
ARH;202309180230;19.60;0.00;0.00;1.00;83.00;16.60;344.00;6.10;15.50;964.00;1009.40;1010.90;-;-;-;-;-;-;-;-
AND;202309180230;19.70;0.00;0.00;0.00;57.60;11.10;164.00;11.50;17.30;904.80;-;1018.50;1523.50;-;-;-;-;-;-;-
ANT;202309180230;15.90;0.00;0.00;0.00;69.10;10.20;221.00;19.10;28.10;859.00;-;1021.00;1525.10;-;-;-;-;-;-;-
ARO;202309180230;15.10;0.00;0.00;2.00;53.20;5.70;213.00;15.80;32.00;814.50;-;1022.30;1515.60;-;-;-;-;-;-;-
RAG;202309180230;22.10;0.00;0.00;0.00;50.80;11.40;130.00;31.00;45.70;955.40;1011.30;1013.80;-;-;-;-;-;-;-;-
BAN;202309180230;-;-;0.00;1.00;-;-;-;-;-;-;-;-;-;-;251.00;50.80;55.10;17.90;66.70;11.60
BAS;202309180230;19.30;0.00;0.00;0.00;83.20;16.40;274.00;16.60;33.10;976.70;1013.30;1014.30;-;-;-;-;-;-;-;-
LAT;202309180230;13.20;0.00;0.00;0.00;78.10;9.50;12.00;4.30;10.80;-;-;-;-;-;-;-;-;-;-;-
BER;202309180230;17.20;0.00;0.00;0.00;89.30;15.40;216.00;4.00;7.60;949.40;1012.70;1014.30;-;-;-;-;-;-;-;-
BEZ;202309180230;17.20;0.00;0.00;3.00;95.70;16.50;82.00;1.80;4.00;973.80;1011.70;1012.40;-;-;-;-;-;-;-;-
BIA;202309180230;18.40;0.00;0.00;1.00;95.70;17.70;333.00;4.30;6.10;984.90;1017.30;1018.10;-;-;-;-;-;-;-;-
BIN;202309180230;14.60;0.00;-;-;80.30;11.20;46.00;10.80;22.30;-;-;-;-;-;-;-;-;-;-;-
BIZ;202309180230;14.00;0.00;0.00;2.00;99.10;13.90;198.00;6.10;9.00;952.10;1010.80;1011.60;-;-;-;-;-;-;-;-
BIV;202309180230;13.80;-;-;-;71.40;8.70;229.00;5.40;12.60;-;-;-;-;-;-;-;-;-;-;-
BIE;202309180230;19.30;0.00;0.00;1.00;64.40;12.40;168.00;3.60;5.40;934.70;-;1014.30;1494.50;-;-;-;-;-;-;-
BLA;202309180230;11.10;0.00;0.00;2.00;82.60;8.30;41.00;5.80;14.40;847.30;-;1019.90;1512.30;-;-;-;-;-;-;-
BOL;202309180230;14.80;-;0.00;0.00;83.60;12.10;236.00;13.30;19.40;920.30;-;1015.30;1488.50;-;-;-;-;-;-;-
BOU;202309180230;21.20;-;-;-;79.10;17.40;158.00;4.00;8.30;968.90;1011.60;1013.10;-;-;-;-;-;-;-;-
BRZ;202309180230;-;0.00;-;-;-;-;263.00;17.60;34.20;947.00;-;1013.40;-;-;-;-;-;-;-;-
BUS;202309180230;19.50;0.00;0.00;0.00;84.90;16.90;233.00;5.40;11.90;967.60;1012.00;1013.40;-;-;-;-;-;-;-;-
BUF;202309180230;8.70;0.00;0.00;1.00;94.20;7.80;152.00;4.00;7.20;807.60;-;1024.90;1543.60;-;-;-;-;-;-;-
FRE;202309180230;14.30;0.00;0.00;1.00;78.80;10.70;246.00;13.00;32.80;879.80;-;1017.00;1496.90;-;-;-;-;-;-;-
CEV;202309180230;18.20;0.00;0.00;1.00;90.60;16.60;57.00;4.30;9.00;968.90;1017.60;1018.80;-;-;-;-;-;-;-;-
CHZ;202309180230;17.20;0.00;0.00;0.00;99.30;17.10;237.00;5.80;9.40;960.70;1011.60;1012.80;-;-;-;-;-;-;-;-
CHA;202309180230;11.90;0.00;0.00;0.00;84.30;9.30;265.00;45.70;66.20;840.10;-;1018.40;1497.40;-;-;-;-;-;-;-
