Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309131400;21.30;0.00;3.00;450.00;70.60;15.70;202.00;5.00;13.70;955.70;1016.70;1019.10;-;-;-;-;-;-;-;-
COM;202309131400;19.90;0.00;0.00;306.00;78.30;16.00;154.00;6.80;13.70;951.00;1016.30;1018.70;-;-;-;-;-;-;-;-
ABO;202309131400;13.60;0.20;0.00;52.00;92.80;12.50;140.00;3.60;7.60;871.70;-;1022.30;1537.90;-;-;-;-;-;-;-
AIG;202309131400;18.30;0.10;0.00;185.00;88.70;16.40;342.00;7.90;10.80;975.00;1019.30;1020.40;-;-;-;-;-;-;-;-
ALT;202309131400;19.00;0.00;0.00;255.00;83.60;16.20;297.00;2.20;4.70;967.30;1017.80;1019.30;-;-;-;-;-;-;-;-
ARH;202309131400;20.60;0.00;0.00;185.00;83.40;17.70;323.00;2.20;5.40;971.60;1017.20;1018.80;-;-;-;-;-;-;-;-
AND;202309131400;18.30;0.00;4.00;466.00;66.90;12.00;317.00;6.10;10.80;906.40;-;1020.30;1535.80;-;-;-;-;-;-;-
ANT;202309131400;13.90;0.00;0.00;216.00;82.90;11.00;22.00;17.60;29.90;860.20;-;1022.40;1536.20;-;-;-;-;-;-;-
ARO;202309131400;11.70;0.00;0.00;458.00;81.30;8.60;106.00;6.10;12.20;815.50;-;1023.50;1530.50;-;-;-;-;-;-;-
RAG;202309131400;20.50;0.00;0.00;311.00;74.50;15.80;117.00;1.10;2.20;960.70;1017.30;1019.30;-;-;-;-;-;-;-;-
BAN;202309131400;-;-;0.00;142.00;-;-;-;-;-;-;-;-;-;-;276.00;5.40;12.60;15.20;91.00;13.70
BAS;202309131400;19.30;3.20;0.00;55.00;86.60;17.00;326.00;7.90;15.10;981.10;1017.90;1018.80;-;-;-;-;-;-;-;-
LAT;202309131400;15.40;0.00;5.00;531.00;70.80;10.10;257.00;4.30;9.00;-;-;-;-;-;-;-;-;-;-;-
BER;202309131400;20.30;0.00;0.00;123.00;73.60;15.40;261.00;8.30;13.00;954.30;1017.20;1019.50;-;-;-;-;-;-;-;-
BEZ;202309131400;23.10;0.00;0.00;258.00;63.20;15.70;228.00;7.90;13.30;979.40;1016.70;1018.20;-;-;-;-;-;-;-;-
BIA;202309131400;20.00;0.00;0.00;197.00;84.10;17.20;181.00;13.30;20.20;984.50;1016.70;1017.70;-;-;-;-;-;-;-;-
BIN;202309131400;14.40;0.00;-;-;84.50;11.80;242.00;9.00;16.20;-;-;-;-;-;-;-;-;-;-;-
BIZ;202309131400;20.10;0.00;0.00;238.00;76.70;15.90;227.00;9.40;14.80;959.20;1017.00;1019.00;-;-;-;-;-;-;-;-
BIV;202309131400;11.30;0.00;-;-;83.30;8.60;243.00;11.90;18.70;-;-;-;-;-;-;-;-;-;-;-
BIE;202309131400;15.50;0.10;0.00;65.00;96.30;14.90;171.00;5.80;9.40;940.90;-;1021.00;1538.40;-;-;-;-;-;-;-
BLA;202309131400;12.90;0.00;0.00;79.00;93.70;11.90;246.00;4.00;11.90;849.90;-;1023.00;1537.90;-;-;-;-;-;-;-
BOL;202309131400;16.20;0.70;0.00;46.00;91.10;14.70;38.00;3.60;5.80;925.50;-;1020.90;1539.10;-;-;-;-;-;-;-
BOU;202309131400;18.70;-;-;-;83.50;15.80;2.00;4.70;7.20;975.90;1019.30;1020.40;-;-;-;-;-;-;-;-
BRZ;202309131400;-;0.00;-;-;-;-;251.00;4.00;6.50;952.60;-;1019.30;-;-;-;-;-;-;-;-
BUS;202309131400;22.50;0.00;0.00;335.00;65.60;15.70;186.00;5.80;10.40;972.70;1016.90;1018.70;-;-;-;-;-;-;-;-
BUF;202309131400;10.60;0.00;0.00;81.00;89.70;9.00;281.00;2.50;4.70;806.90;-;1024.10;1533.30;-;-;-;-;-;-;-
FRE;202309131400;12.60;1.60;0.00;37.00;99.70;12.60;206.00;5.00;9.70;884.70;-;1022.50;1541.40;-;-;-;-;-;-;-
CEV;202309131400;20.80;0.00;0.00;341.00;79.60;17.10;231.00;10.40;15.50;968.30;1016.50;1018.20;-;-;-;-;-;-;-;-
CHZ;202309131400;20.50;0.00;0.00;150.00;70.20;14.90;142.00;5.40;9.40;966.90;1017.50;1019.30;-;-;-;-;-;-;-;-
