Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309180100;16.50;0.00;0.00;1.00;89.20;14.70;0.00;2.90;5.80;949.90;1011.60;1013.00;-;-;-;-;-;-;-;-
COM;202309180100;17.10;0.00;0.00;1.00;98.70;16.90;70.00;2.90;5.40;952.60;1018.70;1020.30;-;-;-;-;-;-;-;-
ABO;202309180100;16.30;0.00;0.00;2.00;57.00;7.80;289.00;4.00;9.40;867.10;-;1017.00;1495.10;-;-;-;-;-;-;-
AIG;202309180100;21.30;0.00;0.00;0.00;71.30;15.90;337.00;13.30;25.60;967.00;1010.40;1012.10;-;-;-;-;-;-;-;-
ALT;202309180100;26.30;0.00;0.00;0.00;37.80;10.80;143.00;33.10;57.20;960.60;1009.40;1012.30;-;-;-;-;-;-;-;-
ARH;202309180100;20.40;0.00;0.00;0.00;80.70;17.00;282.00;11.20;17.30;964.80;1010.10;1011.70;-;-;-;-;-;-;-;-
AND;202309180100;19.30;0.00;0.00;0.00;60.50;11.50;198.00;15.50;25.90;906.10;-;1019.90;1534.90;-;-;-;-;-;-;-
ANT;202309180100;15.90;0.00;0.00;0.00;68.80;10.20;193.00;12.60;24.10;859.80;-;1021.90;1533.00;-;-;-;-;-;-;-
ARO;202309180100;15.40;0.00;0.00;2.00;53.60;6.00;198.00;10.40;21.20;815.70;-;1023.70;1527.80;-;-;-;-;-;-;-
RAG;202309180100;22.30;0.00;0.00;0.00;49.50;11.20;129.00;31.30;48.20;956.60;1012.60;1015.00;-;-;-;-;-;-;-;-
BAN;202309180100;-;-;0.00;0.00;-;-;-;-;-;-;-;-;-;-;192.00;19.40;22.70;19.90;51.90;9.70
BAS;202309180100;19.40;0.00;0.00;0.00;87.50;17.30;179.00;5.80;10.40;974.60;1011.10;1012.10;-;-;-;-;-;-;-;-
LAT;202309180100;13.30;0.00;0.00;1.00;78.50;9.60;316.00;2.90;8.30;-;-;-;-;-;-;-;-;-;-;-
BER;202309180100;15.50;0.00;0.00;0.00;94.60;14.60;266.00;5.40;9.40;948.30;1011.90;1013.10;-;-;-;-;-;-;-;-
BEZ;202309180100;17.60;0.00;0.00;3.00;97.10;17.10;82.00;2.90;5.80;973.00;1010.80;1011.60;-;-;-;-;-;-;-;-
BIA;202309180100;18.60;0.00;0.00;1.00;94.20;17.60;186.00;2.20;4.00;985.90;1018.40;1019.10;-;-;-;-;-;-;-;-
BIN;202309180100;15.30;0.00;-;-;73.10;10.50;64.00;23.00;33.10;-;-;-;-;-;-;-;-;-;-;-
BIZ;202309180100;14.60;0.00;0.00;2.00;98.90;14.40;230.00;5.40;10.10;953.20;1011.80;1012.70;-;-;-;-;-;-;-;-
BIV;202309180100;13.90;0.00;-;-;70.60;8.70;283.00;9.40;20.50;-;-;-;-;-;-;-;-;-;-;-
BIE;202309180100;17.60;0.00;0.00;1.00;88.20;15.60;136.00;5.40;16.20;935.00;-;1014.70;1492.20;-;-;-;-;-;-;-
BLA;202309180100;9.80;0.00;0.00;3.00;87.30;7.80;47.00;4.00;9.40;848.10;-;1020.90;1520.30;-;-;-;-;-;-;-
BOL;202309180100;11.80;0.00;0.00;0.00;92.80;10.70;218.00;5.40;7.20;920.00;-;1014.90;1478.50;-;-;-;-;-;-;-
BOU;202309180100;21.90;-;-;-;83.60;19.00;283.00;32.40;46.80;968.60;1011.10;1012.80;-;-;-;-;-;-;-;-
BRZ;202309180100;-;0.00;-;-;-;-;22.00;1.10;3.20;946.30;-;1012.70;-;-;-;-;-;-;-;-
BUS;202309180100;18.60;0.00;0.00;0.00;91.80;17.20;294.00;4.00;6.80;966.50;1011.00;1012.20;-;-;-;-;-;-;-;-
BUF;202309180100;7.70;0.00;0.00;1.00;95.20;7.00;127.00;2.90;5.80;808.60;-;1026.10;1555.50;-;-;-;-;-;-;-
FRE;202309180100;15.90;0.20;0.00;1.00;88.30;14.00;325.00;6.10;15.50;880.20;-;1017.50;1502.50;-;-;-;-;-;-;-
CEV;202309180100;18.40;0.00;0.00;1.00;91.00;16.90;353.00;8.30;15.80;970.00;1018.70;1020.00;-;-;-;-;-;-;-;-
CHZ;202309180100;17.50;0.00;0.00;0.00;99.20;17.40;321.00;3.60;6.10;960.10;1010.90;1012.20;-;-;-;-;-;-;-;-
CHA;202309180100;14.70;0.00;0.00;0.00;70.60;9.40;248.00;28.80;40.30;840.10;-;1018.40;1496.30;-;-;-;-;-;-;-
CHM;202309180100;16.50;0.00;0.00;0.00;72.70;11.60;282.00;7.90;18.40;886.60;-;1016.20;1494.60;-;-;-;-;-;-;-
CHU;202309180100;21.20;0.00;0.00;1.00;53.30;11.30;173.00;19.10;42.10;951.20;1014.00;1016.50;-;-;-;-;-;-;-;-
CHD;202309180100;14.30;0.00;0.00;0.00;81.20;11.10;16.00;1.80;5.00;897.70;-;1015.60;1487.90;-;-;-;-;-;-;-
CIM;202309180100;12.10;0.00;0.00;0.00;86.80;10.00;67.00;10.10;14.00;838.40;-;1024.50;1546.80;-;-;-;-;-;-;-
CDM;202309180100;12.90;0.00;-;-;70.40;7.70;193.00;4.70;7.20;-;-;-;-;-;-;-;-;-;-;-
GSB;202309180100;7.50;0.00;0.00;0.00;100.00;7.50;288.00;21.20;27.70;758.10;-;1026.20;-;3140.40;-;-;-;-;-;-
COY;202309180100;15.20;0.00;-;-;99.30;15.10;193.00;5.00;9.40;-;-;-;-;-;-;-;-;-;-;-
CMA;202309180100;8.10;-;0.00;1.00;90.90;6.70;224.00;34.20;48.60;758.50;-;1026.30;-;3142.80;-;-;-;-;-;-
CRM;202309180100;17.40;0.00;-;0.00;99.20;17.30;237.00;4.70;8.30;962.20;1011.70;1012.90;-;-;-;-;-;-;-;-
DAV;202309180100;12.10;0.00;0.00;0.00;74.60;7.70;227.00;6.50;9.00;843.80;-;1022.70;1534.20;-;-;-;-;-;-;-
DEM;202309180100;17.10;0.00;0.00;4.00;92.30;15.80;126.00;5.80;8.30;961.20;1011.80;1012.90;-;-;-;-;-;-;-;-
DIS;202309180100;17.00;0.00;0.00;3.00;67.80;11.00;93.00;2.20;4.70;884.10;-;1020.90;1532.90;-;-;-;-;-;-;-
EBK;202309180100;14.10;0.00;0.00;2.00;90.50;12.60;73.00;1.80;4.00;940.50;-;1013.30;1470.10;-;-;-;-;-;-;-
EGH;202309180100;5.50;-;0.00;0.00;100.00;5.50;125.00;26.60;33.50;721.80;-;1028.10;-;3143.50;-;-;-;-;-;-
EGO;202309180100;17.10;0.00;-;3.00;98.30;16.80;283.00;1.40;4.30;951.30;1011.00;1012.50;-;-;-;-;-;-;-;-
EIN;202309180100;18.70;0.00;0.00;0.00;54.40;9.30;99.00;5.40;13.00;909.50;-;1014.40;1488.80;-;-;-;-;-;-;-
ELM;202309180100;22.60;0.00;0.00;0.00;41.90;9.00;151.00;7.20;28.40;906.90;-;1017.20;1519.30;-;-;-;-;-;-;-
ENG;202309180100;22.20;0.00;0.00;0.00;37.60;7.10;93.00;26.60;53.60;896.60;-;1015.30;1498.80;-;-;-;-;-;-;-
EVI;202309180100;22.90;0.00;0.00;3.00;47.70;11.20;140.00;28.40;46.40;956.50;1010.70;1013.20;-;-;-;-;-;-;-;-
EVO;202309180100;14.60;0.00;0.00;2.00;55.60;5.80;17.00;5.00;12.20;818.90;-;1021.50;1512.20;-;-;-;-;-;-;-
FAH;202309180100;17.90;0.00;0.00;8.00;89.40;16.10;293.00;17.30;31.30;943.90;1011.70;1013.70;-;-;-;-;-;-;-;-
FLU;202309180100;15.40;0.00;-;-;68.70;9.70;163.00;6.10;11.90;-;-;-;-;-;-;-;-;-;-;-
GRA;202309180100;17.20;0.00;0.00;1.00;99.10;17.10;216.00;5.40;12.60;937.80;-;1013.70;1483.00;-;-;-;-;-;-;-
FRU;202309180100;12.80;0.00;0.00;1.00;91.60;11.50;215.00;5.40;7.90;-;-;-;-;-;-;-;-;-;-;-
GVE;202309180100;19.50;0.00;0.00;0.00;87.20;17.30;222.00;6.10;12.20;965.00;1012.10;1013.60;-;-;-;-;-;-;-;-
GES;202309180100;25.10;0.00;-;-;43.40;11.80;343.00;17.30;41.80;951.20;1009.00;1012.20;-;-;-;-;-;-;-;-
GIH;202309180100;14.10;0.00;0.00;0.00;91.90;12.80;217.00;3.20;7.60;957.10;1011.80;1012.50;-;-;-;-;-;-;-;-
GLA;202309180100;25.30;0.00;0.00;1.00;37.20;9.70;162.00;23.80;37.10;952.30;1009.70;1013.00;-;-;-;-;-;-;-;-
GOR;202309180100;7.10;-;0.00;0.00;65.20;1.00;164.00;25.20;55.40;701.10;-;1029.20;-;3144.40;-;-;-;-;-;-
GRE;202309180100;17.40;0.00;0.00;0.00;90.70;15.90;211.00;4.00;7.20;962.40;1011.70;1012.90;-;-;-;-;-;-;-;-
