Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309170640;17.00;0.00;0.00;84.00;88.20;15.00;0.00;0.00;0.00;954.70;1016.60;1018.10;-;-;-;-;-;-;-;-
COM;202309170640;16.30;0.00;0.00;106.00;96.50;15.70;337.00;3.60;5.00;954.20;1020.60;1022.00;-;-;-;-;-;-;-;-
ABO;202309170640;13.60;0.00;0.00;122.00;81.80;10.60;283.00;2.50;4.70;871.00;-;1021.50;1531.10;-;-;-;-;-;-;-
AIG;202309170640;19.00;0.00;0.00;103.00;70.00;13.40;117.00;6.50;13.30;971.90;1015.90;1017.10;-;-;-;-;-;-;-;-
ALT;202309170640;17.60;0.00;7.00;154.00;83.20;14.70;162.00;2.50;4.30;966.00;1016.70;1017.90;-;-;-;-;-;-;-;-
ARH;202309170640;18.00;0.00;0.00;110.00;97.90;17.70;92.00;9.00;10.10;970.70;1016.70;1017.80;-;-;-;-;-;-;-;-
AND;202309170640;15.40;0.00;0.00;69.00;85.10;12.90;53.00;1.40;3.20;907.70;-;1021.70;1542.00;-;-;-;-;-;-;-
ANT;202309170640;14.30;0.00;0.00;117.00;71.50;9.20;212.00;15.50;26.60;861.50;-;1023.90;1549.10;-;-;-;-;-;-;-
ARO;202309170640;13.10;0.00;10.00;189.00;67.00;7.10;105.00;3.60;7.20;816.40;-;1024.60;1538.10;-;-;-;-;-;-;-
RAG;202309170640;18.90;0.00;4.00;116.00;65.90;12.40;131.00;11.20;16.90;960.50;1017.40;1019.10;-;-;-;-;-;-;-;-
BAN;202309170640;-;-;5.00;211.00;-;-;-;-;-;-;-;-;-;-;61.00;3.60;6.80;17.10;63.90;10.20
BAS;202309170640;18.00;0.00;7.00;162.00;82.20;14.90;122.00;5.40;11.90;979.00;1015.90;1016.70;-;-;-;-;-;-;-;-
