Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309110920;23.70;0.00;10.00;624.00;67.80;17.40;19.00;3.60;6.10;954.90;1015.30;1018.30;-;-;-;-;-;-;-;-
COM;202309110920;22.20;0.00;10.00;654.00;58.40;13.70;132.00;5.40;8.30;951.40;1016.20;1019.10;-;-;-;-;-;-;-;-
ABO;202309110920;21.90;0.00;10.00;654.00;58.20;13.30;95.00;9.00;14.00;871.70;-;1022.30;1544.40;-;-;-;-;-;-;-
AIG;202309110920;24.60;0.00;10.00;540.00;58.10;15.80;345.00;12.20;17.30;972.40;1015.60;1017.70;-;-;-;-;-;-;-;-
ALT;202309110920;24.30;0.00;10.00;626.00;63.00;16.80;330.00;6.50;9.70;965.50;1015.00;1017.40;-;-;-;-;-;-;-;-
ARH;202309110920;21.90;0.00;10.00;642.00;89.80;20.10;305.00;8.30;14.80;970.60;1016.00;1017.70;-;-;-;-;-;-;-;-
AND;202309110920;20.10;0.00;10.00;621.00;52.40;10.10;177.00;1.40;3.60;906.90;-;1020.80;1544.10;-;-;-;-;-;-;-
ANT;202309110920;19.90;0.00;10.00;648.00;55.80;10.80;116.00;1.80;5.40;860.90;-;1023.20;1545.50;-;-;-;-;-;-;-
ARO;202309110920;18.20;0.00;10.00;677.00;57.50;9.70;106.00;7.90;13.30;816.90;-;1025.20;1536.90;-;-;-;-;-;-;-
RAG;202309110920;24.20;0.00;10.00;622.00;56.70;15.10;139.00;7.90;13.70;959.80;1015.60;1018.40;-;-;-;-;-;-;-;-
BAN;202309110920;-;-;10.00;651.00;-;-;-;-;-;-;-;-;-;-;261.00;18.00;21.60;20.30;55.70;11.20
BAS;202309110920;25.20;0.00;10.00;616.00;57.50;16.20;111.00;3.20;6.50;979.30;1015.20;1017.00;-;-;-;-;-;-;-;-
LAT;202309110920;19.70;0.00;10.00;639.00;58.30;11.30;124.00;2.90;6.50;-;-;-;-;-;-;-;-;-;-;-
BER;202309110920;24.80;0.00;10.00;625.00;61.00;16.80;221.00;5.00;9.00;953.30;1015.10;1018.40;-;-;-;-;-;-;-;-
BEZ;202309110920;23.80;0.00;10.00;614.00;68.60;17.70;17.00;2.50;4.30;978.60;1015.80;1017.40;-;-;-;-;-;-;-;-
BIA;202309110920;21.80;0.00;0.00;634.00;66.40;15.30;137.00;3.20;7.90;984.60;1016.60;1017.80;-;-;-;-;-;-;-;-
BIN;202309110920;20.40;0.00;-;-;62.10;12.90;224.00;5.40;9.70;-;-;-;-;-;-;-;-;-;-;-
BIZ;202309110920;23.40;0.00;10.00;613.00;74.20;18.50;32.00;4.30;9.00;958.30;1015.40;1018.10;-;-;-;-;-;-;-;-
BIV;202309110920;18.60;0.00;-;-;54.50;9.30;221.00;6.50;10.80;-;-;-;-;-;-;-;-;-;-;-
BIE;202309110920;23.50;0.00;10.00;678.00;60.60;15.40;145.00;6.10;14.00;939.30;-;1019.30;1548.90;-;-;-;-;-;-;-
BLA;202309110920;18.70;0.00;10.00;646.00;54.50;9.30;128.00;4.30;6.50;850.80;-;1024.00;1547.00;-;-;-;-;-;-;-
BOL;202309110920;21.50;0.00;10.00;642.00;66.90;15.10;122.00;1.80;7.90;924.20;-;1019.50;1541.00;-;-;-;-;-;-;-
BOU;202309110920;22.30;-;-;-;75.80;17.80;298.00;6.50;9.00;973.60;1016.30;1018.00;-;-;-;-;-;-;-;-
BRZ;202309110920;-;0.00;-;-;-;-;247.00;6.10;9.00;951.70;-;1018.40;-;-;-;-;-;-;-;-
BUS;202309110920;23.80;0.00;10.00;602.00;65.00;16.80;111.00;1.40;5.40;971.90;1015.80;1017.80;-;-;-;-;-;-;-;-
BUF;202309110920;19.60;0.00;10.00;697.00;38.00;4.90;277.00;4.30;8.30;808.40;-;1025.90;1534.90;-;-;-;-;-;-;-
FRE;202309110920;21.20;0.00;10.00;699.00;61.90;13.60;165.00;5.40;11.20;884.40;-;1022.20;1549.20;-;-;-;-;-;-;-
CEV;202309110920;20.50;0.00;10.00;605.00;71.40;15.20;43.00;2.50;5.00;968.60;1016.80;1018.50;-;-;-;-;-;-;-;-
CHZ;202309110920;23.80;0.00;10.00;629.00;67.50;17.40;116.00;5.40;9.00;965.60;1015.60;1017.90;-;-;-;-;-;-;-;-
CHA;202309110920;18.30;0.00;10.00;691.00;64.30;11.40;156.00;9.70;16.60;845.00;-;1024.10;1545.00;-;-;-;-;-;-;-
