Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309141350;20.00;0.00;0.00;231.00;71.20;14.60;36.00;7.60;14.00;957.40;1018.80;1020.90;-;-;-;-;-;-;-;-
COM;202309141350;21.30;0.00;0.00;212.00;70.90;15.80;152.00;6.10;11.20;951.40;1016.40;1019.10;-;-;-;-;-;-;-;-
ABO;202309141350;15.60;0.00;0.00;328.00;79.80;12.10;71.00;10.80;15.10;872.10;-;1022.70;1543.30;-;-;-;-;-;-;-
AIG;202309141350;23.40;0.00;10.00;578.00;61.50;15.60;358.00;19.40;28.80;973.50;1016.90;1018.80;-;-;-;-;-;-;-;-
ALT;202309141350;21.40;0.00;0.00;315.00;69.30;15.50;335.00;15.50;23.00;967.80;1017.90;1019.80;-;-;-;-;-;-;-;-
ARH;202309141350;20.60;0.00;5.00;389.00;81.20;17.30;276.00;12.60;18.40;973.10;1018.80;1020.30;-;-;-;-;-;-;-;-
AND;202309141350;21.20;0.00;10.00;627.00;57.00;12.30;330.00;10.40;17.30;906.50;-;1020.40;1542.50;-;-;-;-;-;-;-
ANT;202309141350;14.80;0.00;10.00;668.00;84.00;12.10;7.00;19.80;33.50;860.70;-;1023.00;1541.50;-;-;-;-;-;-;-
ARO;202309141350;13.60;0.00;7.00;583.00;74.10;9.10;106.00;6.50;10.80;816.30;-;1024.50;1536.40;-;-;-;-;-;-;-
RAG;202309141350;22.50;0.00;10.00;592.00;63.80;15.30;4.00;8.30;24.50;961.20;1017.40;1019.80;-;-;-;-;-;-;-;-
BAN;202309141350;-;-;0.00;267.00;-;-;-;-;-;-;-;-;-;-;45.00;24.10;32.40;14.90;85.90;12.60
BAS;202309141350;22.30;0.00;10.00;604.00;62.80;14.90;310.00;6.10;14.40;982.60;1019.00;1020.40;-;-;-;-;-;-;-;-
LAT;202309141350;17.70;0.00;2.00;295.00;61.60;10.20;293.00;5.00;10.10;-;-;-;-;-;-;-;-;-;-;-
BER;202309141350;20.20;0.00;0.00;298.00;68.30;14.20;41.00;13.30;22.70;955.30;1018.20;1020.50;-;-;-;-;-;-;-;-
BEZ;202309141350;22.80;0.00;0.00;253.00;61.90;15.10;81.00;5.80;11.50;981.30;1018.70;1020.20;-;-;-;-;-;-;-;-
BIA;202309141350;24.50;0.00;7.00;656.00;62.70;16.90;249.00;3.60;7.90;984.40;1016.10;1017.60;-;-;-;-;-;-;-;-
BIN;202309141350;17.00;0.00;-;-;74.70;12.50;225.00;4.70;12.60;-;-;-;-;-;-;-;-;-;-;-
BIZ;202309141350;20.60;0.00;6.00;419.00;73.80;15.80;29.00;13.30;23.40;960.80;1018.60;1020.70;-;-;-;-;-;-;-;-
BIV;202309141350;15.90;0.00;-;-;63.30;8.90;270.00;14.80;22.00;-;-;-;-;-;-;-;-;-;-;-
BIE;202309141350;21.50;0.00;10.00;623.00;56.10;12.40;44.00;13.70;28.80;940.60;-;1020.60;1554.50;-;-;-;-;-;-;-
BLA;202309141350;16.90;0.00;4.00;438.00;69.70;11.30;234.00;10.10;19.10;849.80;-;1022.90;1536.90;-;-;-;-;-;-;-
BOL;202309141350;20.80;0.00;10.00;654.00;60.40;12.90;39.00;19.40;28.10;925.00;-;1020.30;1546.60;-;-;-;-;-;-;-
BOU;202309141350;22.10;-;-;-;65.70;15.40;276.00;15.10;17.60;974.70;1017.50;1019.10;-;-;-;-;-;-;-;-
BRZ;202309141350;-;0.00;-;-;-;-;80.00;10.10;18.40;953.30;-;1020.10;-;-;-;-;-;-;-;-
BUS;202309141350;21.30;0.00;0.00;185.00;64.30;14.30;43.00;5.40;12.20;974.60;1019.00;1020.60;-;-;-;-;-;-;-;-
BUF;202309141350;14.00;0.00;0.00;102.00;64.20;7.40;118.00;9.70;19.10;807.50;-;1024.80;1534.20;-;-;-;-;-;-;-
