Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309172040;16.20;0.00;0.00;2.00;91.80;14.90;215.00;2.50;3.20;950.90;1012.70;1014.10;-;-;-;-;-;-;-;-
COM;202309172040;17.50;0.00;0.00;1.00;93.90;16.50;334.00;2.20;5.80;954.00;1020.10;1021.80;-;-;-;-;-;-;-;-
ABO;202309172040;15.70;0.00;0.00;1.00;67.00;9.60;260.00;3.60;7.20;869.00;-;1019.20;1513.30;-;-;-;-;-;-;-
AIG;202309172040;17.80;0.00;0.00;0.00;80.20;14.30;176.00;7.90;16.60;967.70;1011.70;1012.80;-;-;-;-;-;-;-;-
ALT;202309172040;26.20;0.00;0.00;0.00;36.40;10.10;140.00;38.50;62.60;962.30;1011.30;1014.10;-;-;-;-;-;-;-;-
ARH;202309172040;26.90;0.00;0.00;6.00;36.40;10.70;191.00;11.90;38.50;965.90;1010.20;1012.90;-;-;-;-;-;-;-;-
AND;202309172040;19.50;0.00;0.00;0.00;55.60;10.40;161.00;10.80;19.40;907.20;-;1021.10;1545.70;-;-;-;-;-;-;-
ANT;202309172040;16.00;0.00;0.00;0.00;68.50;10.20;198.00;16.20;29.50;861.40;-;1023.80;1548.80;-;-;-;-;-;-;-
ARO;202309172040;13.90;0.00;0.00;1.00;54.40;4.90;16.00;3.60;6.50;816.40;-;1024.60;1537.10;-;-;-;-;-;-;-
RAG;202309172040;23.00;0.00;0.00;0.00;47.50;11.20;138.00;31.00;45.00;957.90;1013.80;1016.40;-;-;-;-;-;-;-;-
BAN;202309172040;-;-;0.00;1.00;-;-;-;-;-;-;-;-;-;-;197.00;4.30;5.80;20.00;69.00;14.10
BAS;202309172040;23.10;0.00;0.00;0.00;65.20;16.20;93.00;2.90;5.80;974.60;1010.60;1012.10;-;-;-;-;-;-;-;-
LAT;202309172040;12.10;0.00;0.00;1.00;77.70;8.30;337.00;2.90;6.50;-;-;-;-;-;-;-;-;-;-;-
BER;202309172040;18.20;0.00;0.00;0.00;84.20;15.50;187.00;2.50;6.50;949.10;1012.10;1014.00;-;-;-;-;-;-;-;-
BEZ;202309172040;18.80;0.00;0.00;2.00;98.20;18.50;0.00;0.00;0.40;974.30;1012.00;1013.00;-;-;-;-;-;-;-;-
BIA;202309172040;18.90;0.00;0.00;1.00;92.70;17.70;323.00;2.90;4.70;987.10;1019.60;1020.30;-;-;-;-;-;-;-;-
BIN;202309172040;16.30;0.00;-;-;63.20;9.30;47.00;22.30;41.80;-;-;-;-;-;-;-;-;-;-;-
BIZ;202309172040;16.50;0.00;0.00;2.00;97.90;16.20;200.00;1.40;2.50;954.20;1012.50;1013.80;-;-;-;-;-;-;-;-
BIV;202309172040;12.20;0.00;-;-;76.00;8.10;144.00;8.30;19.10;-;-;-;-;-;-;-;-;-;-;-
BIE;202309172040;17.30;0.00;0.00;1.00;82.20;14.20;293.00;4.30;8.30;935.10;-;1014.80;1492.20;-;-;-;-;-;-;-
BLA;202309172040;11.00;0.00;0.00;2.00;87.20;9.00;55.00;3.60;7.90;849.80;-;1022.90;1536.90;-;-;-;-;-;-;-
BOL;202309172040;15.70;0.00;0.00;0.00;82.60;12.70;207.00;5.00;12.20;921.40;-;1016.40;1500.70;-;-;-;-;-;-;-
BOU;202309172040;22.10;-;-;-;69.70;16.30;325.00;7.90;12.20;968.70;1011.20;1012.90;-;-;-;-;-;-;-;-
BRZ;202309172040;-;0.00;-;-;-;-;235.00;2.90;5.00;948.10;-;1014.60;-;-;-;-;-;-;-;-
BUS;202309172040;19.80;0.00;0.00;0.00;87.10;17.60;148.00;1.10;3.60;967.50;1011.90;1013.30;-;-;-;-;-;-;-;-
BUF;202309172040;6.80;0.00;0.00;1.00;93.90;5.90;165.00;2.50;5.80;809.40;-;1027.10;1565.10;-;-;-;-;-;-;-
FRE;202309172040;16.90;0.00;0.00;1.00;73.40;12.10;19.00;3.20;6.10;880.70;-;1018.00;1508.40;-;-;-;-;-;-;-
CEV;202309172040;18.50;0.00;0.00;1.00;92.90;17.30;357.00;4.00;5.80;971.10;1019.80;1021.10;-;-;-;-;-;-;-;-
CHZ;202309172040;19.70;0.00;0.00;0.00;87.10;17.50;298.00;10.80;13.00;961.30;1011.80;1013.40;-;-;-;-;-;-;-;-
CHA;202309172040;14.90;0.00;0.00;0.00;83.80;12.20;135.00;25.60;29.20;841.00;-;1019.50;1505.40;-;-;-;-;-;-;-
CHM;202309172040;18.20;0.00;0.00;0.00;54.10;8.80;109.00;11.90;15.50;887.50;-;1017.20;1505.40;-;-;-;-;-;-;-
CHU;202309172040;21.30;0.00;0.00;1.00;51.60;10.90;180.00;13.30;28.10;952.30;1015.10;1017.70;-;-;-;-;-;-;-;-
CHD;202309172040;14.70;0.00;0.00;0.00;88.00;12.70;31.00;1.10;6.50;899.10;-;1017.10;1501.60;-;-;-;-;-;-;-
CIM;202309172040;11.90;0.00;0.00;0.00;92.50;10.70;59.00;14.80;17.30;839.50;-;1025.80;1557.90;-;-;-;-;-;-;-
CDM;202309172040;13.60;0.00;-;-;68.00;7.80;294.00;1.80;3.60;-;-;-;-;-;-;-;-;-;-;-
GSB;202309172040;7.80;0.00;0.00;0.00;100.00;7.80;291.00;32.40;45.40;759.40;-;1027.80;-;3155.00;-;-;-;-;-;-
COY;202309172040;14.30;0.00;-;-;94.70;13.50;165.00;7.60;10.40;-;-;-;-;-;-;-;-;-;-;-
CMA;202309172040;7.90;-;0.00;1.00;84.50;5.50;236.00;20.50;32.40;759.80;-;1028.00;-;3156.20;-;-;-;-;-;-
CRM;202309172040;17.50;0.00;-;0.00;82.40;14.50;186.00;2.50;4.30;962.70;1012.20;1013.40;-;-;-;-;-;-;-;-
DAV;202309172040;11.50;0.00;0.00;0.00;74.20;7.10;190.00;5.00;6.80;844.70;-;1023.80;1543.20;-;-;-;-;-;-;-
DEM;202309172040;16.90;0.00;0.00;4.00;85.70;14.50;91.00;4.30;7.60;961.40;1012.00;1013.10;-;-;-;-;-;-;-;-
DIS;202309172040;17.70;0.00;0.00;3.00;59.80;9.80;280.00;3.20;8.30;885.70;-;1022.70;1549.10;-;-;-;-;-;-;-
EBK;202309172040;14.90;0.00;0.00;2.00;97.20;14.50;95.00;1.10;2.50;942.20;-;1015.10;1487.60;-;-;-;-;-;-;-
EGH;202309172040;5.00;-;0.00;0.00;100.00;5.00;110.00;9.00;15.50;723.30;-;1030.10;-;3159.90;-;-;-;-;-;-
EGO;202309172040;18.40;0.00;-;2.00;99.10;18.30;159.00;2.20;5.00;952.50;1012.00;1013.80;-;-;-;-;-;-;-;-
EIN;202309172040;16.90;0.00;0.00;0.00;71.70;11.80;161.00;2.20;4.70;911.30;-;1016.40;1501.70;-;-;-;-;-;-;-
ELM;202309172040;16.00;0.00;0.00;0.00;67.00;9.90;136.00;2.90;7.60;908.20;-;1018.60;1518.10;-;-;-;-;-;-;-
ENG;202309172040;18.00;0.00;0.00;0.00;55.70;9.00;95.00;11.20;34.90;898.40;-;1017.30;1508.90;-;-;-;-;-;-;-
EVI;202309172040;26.10;0.00;0.00;2.00;37.20;10.40;176.00;29.90;52.90;957.30;1010.90;1014.00;-;-;-;-;-;-;-;-
EVO;202309172040;12.70;0.00;0.00;1.00;68.10;7.00;32.00;4.70;8.30;820.60;-;1023.50;1532.00;-;-;-;-;-;-;-
FAH;202309172040;20.50;0.00;0.00;10.00;59.60;12.40;116.00;6.50;10.10;943.30;1010.40;1013.10;-;-;-;-;-;-;-;-
FLU;202309172040;16.00;0.00;-;-;68.20;10.10;154.00;4.70;7.90;-;-;-;-;-;-;-;-;-;-;-
GRA;202309172040;18.20;0.00;0.00;1.00;95.10;17.40;66.00;2.20;5.80;938.60;-;1014.50;1493.20;-;-;-;-;-;-;-
FRU;202309172040;16.00;0.00;0.00;1.00;85.30;13.50;242.00;4.30;8.60;-;-;-;-;-;-;-;-;-;-;-
GVE;202309172040;19.40;0.00;0.00;0.00;90.00;17.70;268.00;4.70;9.70;964.90;1012.00;1013.50;-;-;-;-;-;-;-;-
GES;202309172040;26.00;0.00;-;-;36.60;10.00;138.00;12.60;34.60;952.90;1010.60;1014.00;-;-;-;-;-;-;-;-
GIH;202309172040;15.60;0.00;0.00;0.00;89.90;13.90;264.00;3.20;5.40;958.80;1013.30;1014.30;-;-;-;-;-;-;-;-
GLA;202309172040;18.10;0.00;0.00;2.00;72.20;13.00;191.00;2.20;5.00;954.60;1013.70;1015.40;-;-;-;-;-;-;-;-
GOR;202309172040;6.50;-;0.00;0.00;69.30;1.30;54.00;10.40;22.00;702.70;-;1031.30;-;3163.10;-;-;-;-;-;-
GRE;202309172040;16.70;0.00;0.00;0.00;88.70;14.80;22.00;2.20;3.60;962.80;1012.30;1013.30;-;-;-;-;-;-;-;-
GRH;202309172040;12.90;0.00;0.00;0.00;67.40;7.00;166.00;27.00;32.00;809.40;-;1026.20;1547.90;-;-;-;-;-;-;-
GRO;202309172040;18.60;0.00;0.00;0.00;93.60;17.50;3.00;4.30;7.60;982.20;1019.90;1020.80;-;-;-;-;-;-;-;-
GRC;202309172040;13.50;0.00;0.00;0.00;70.60;8.30;-;-;-;843.20;-;1023.30;1538.10;-;-;-;-;-;-;-
