Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309181320;18.80;0.00;0.00;197.00;68.40;12.90;232.00;3.60;9.70;951.60;1012.90;1014.80;-;-;-;-;-;-;-;-
COM;202309181320;17.60;0.00;0.00;54.00;100.00;17.60;24.00;1.80;3.20;948.10;1013.80;1015.60;-;-;-;-;-;-;-;-
ABO;202309181320;12.00;0.80;0.00;54.00;86.40;9.80;232.00;15.80;24.80;869.80;-;1020.10;1518.40;-;-;-;-;-;-;-
AIG;202309181320;17.00;1.70;0.00;1.00;92.20;15.70;153.00;13.30;18.00;972.10;1016.50;1017.40;-;-;-;-;-;-;-;-
ALT;202309181320;17.50;0.00;0.00;64.00;84.80;14.90;167.00;17.30;25.20;964.50;1015.20;1016.40;-;-;-;-;-;-;-;-
ARH;202309181320;19.80;0.00;0.00;217.00;66.80;13.50;162.00;18.40;29.90;967.70;1013.30;1014.70;-;-;-;-;-;-;-;-
AND;202309181320;14.30;0.00;0.00;64.00;90.60;12.80;318.00;13.70;21.20;903.60;-;1017.20;1502.00;-;-;-;-;-;-;-
ANT;202309181320;11.90;0.60;0.00;40.00;77.70;8.10;15.00;23.80;34.20;857.70;-;1019.50;1511.20;-;-;-;-;-;-;-
ARO;202309181320;8.90;0.10;0.00;117.00;99.30;8.80;50.00;8.60;18.40;813.30;-;1020.80;1511.50;-;-;-;-;-;-;-
RAG;202309181320;16.40;0.00;0.00;142.00;90.60;14.90;130.00;10.40;16.90;958.40;1015.70;1016.90;-;-;-;-;-;-;-;-
BAN;202309181320;-;-;0.00;126.00;-;-;-;-;-;-;-;-;-;-;209.00;36.00;42.80;14.40;77.50;10.50
BAS;202309181320;20.80;0.00;0.00;244.00;75.20;16.20;126.00;2.50;5.00;975.70;1012.10;1013.30;-;-;-;-;-;-;-;-
LAT;202309181320;13.00;0.10;0.00;68.00;99.20;12.90;291.00;5.00;13.30;-;-;-;-;-;-;-;-;-;-;-
BER;202309181320;17.00;0.00;0.00;169.00;92.50;15.80;206.00;6.10;9.70;950.70;1014.10;1015.70;-;-;-;-;-;-;-;-
BEZ;202309181320;20.00;0.00;0.00;276.00;79.70;16.40;173.00;4.70;11.50;975.40;1012.90;1014.10;-;-;-;-;-;-;-;-
BIA;202309181320;18.60;0.80;0.00;17.00;97.40;18.20;253.00;3.20;4.30;981.40;1013.70;1014.50;-;-;-;-;-;-;-;-
BIN;202309181320;11.70;0.80;-;-;96.30;11.10;242.00;11.90;20.50;-;-;-;-;-;-;-;-;-;-;-
BIZ;202309181320;18.50;0.00;0.00;187.00;82.00;15.40;23.00;2.50;5.40;955.30;1013.20;1014.90;-;-;-;-;-;-;-;-
BIV;202309181320;14.30;0.00;-;-;70.00;8.90;23.00;9.70;22.00;-;-;-;-;-;-;-;-;-;-;-
BIE;202309181320;15.40;0.00;0.00;87.00;94.20;14.50;243.00;10.10;15.10;936.80;-;1016.60;1501.70;-;-;-;-;-;-;-
BLA;202309181320;12.30;0.30;0.00;65.00;93.00;11.20;227.00;10.10;18.00;848.10;-;1020.90;1520.10;-;-;-;-;-;-;-
BOL;202309181320;15.30;0.30;0.00;46.00;88.20;13.40;237.00;9.40;17.30;923.30;-;1018.50;1516.90;-;-;-;-;-;-;-
BOU;202309181320;18.60;-;-;-;76.50;14.40;163.00;47.50;62.30;971.00;1014.20;1015.30;-;-;-;-;-;-;-;-
BRZ;202309181320;-;0.00;-;-;-;-;24.00;4.70;7.60;950.30;-;1016.90;-;-;-;-;-;-;-;-
BUS;202309181320;19.00;0.00;0.00;154.00;80.80;15.60;212.00;9.00;22.00;968.80;1013.30;1014.60;-;-;-;-;-;-;-;-
BUF;202309181320;12.50;0.00;0.00;81.00;91.10;11.10;285.00;7.90;15.10;804.10;-;1020.70;1500.70;-;-;-;-;-;-;-
FRE;202309181320;12.30;0.00;0.00;33.00;100.00;12.30;191.00;13.30;25.60;880.60;-;1017.90;1502.40;-;-;-;-;-;-;-
