Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309181250;18.50;0.00;0.00;174.00;74.50;13.90;263.00;5.00;13.00;951.90;1013.30;1015.10;-;-;-;-;-;-;-;-
COM;202309181250;17.50;0.10;0.00;61.00;100.00;17.50;72.00;0.70;2.90;948.50;1014.20;1016.00;-;-;-;-;-;-;-;-
ABO;202309181250;12.40;0.20;0.00;67.00;85.60;10.10;247.00;11.90;22.30;869.80;-;1020.10;1518.70;-;-;-;-;-;-;-
AIG;202309181250;17.20;0.50;0.00;1.00;91.20;15.80;168.00;11.20;18.40;971.80;1016.10;1017.00;-;-;-;-;-;-;-;-
ALT;202309181250;17.50;0.00;0.00;130.00;85.20;15.00;140.00;20.20;31.00;964.40;1015.00;1016.30;-;-;-;-;-;-;-;-
ARH;202309181250;19.20;0.00;0.00;184.00;76.50;15.00;117.00;19.10;33.80;968.10;1013.80;1015.10;-;-;-;-;-;-;-;-
AND;202309181250;14.70;0.00;0.00;72.00;92.00;13.40;333.00;9.70;19.80;903.50;-;1017.10;1501.90;-;-;-;-;-;-;-
ANT;202309181250;11.90;0.00;0.00;72.00;79.70;8.50;11.00;23.40;45.40;857.80;-;1019.60;1512.20;-;-;-;-;-;-;-
ARO;202309181250;9.40;0.40;0.00;73.00;99.20;9.30;352.00;14.40;22.70;813.10;-;1020.60;1508.70;-;-;-;-;-;-;-
RAG;202309181250;16.30;0.00;0.00;116.00;91.70;14.90;140.00;11.20;16.20;958.70;1016.00;1017.20;-;-;-;-;-;-;-;-
BAN;202309181250;-;-;0.00;82.00;-;-;-;-;-;-;-;-;-;-;199.00;44.60;51.80;14.60;73.70;10.00
BAS;202309181250;20.50;0.00;0.00;341.00;76.30;16.20;85.00;9.00;18.40;975.70;1012.10;1013.30;-;-;-;-;-;-;-;-
LAT;202309181250;13.60;0.50;0.00;72.00;99.20;13.50;307.00;2.90;5.80;-;-;-;-;-;-;-;-;-;-;-
BER;202309181250;16.70;0.00;0.00;92.00;90.70;15.20;278.00;7.90;12.60;950.90;1014.40;1015.90;-;-;-;-;-;-;-;-
BEZ;202309181250;19.60;0.00;0.00;346.00;86.10;17.20;149.00;3.20;6.50;975.90;1013.50;1014.60;-;-;-;-;-;-;-;-
BIA;202309181250;18.90;0.00;0.00;152.00;94.10;17.90;110.00;4.70;10.40;981.70;1014.00;1014.80;-;-;-;-;-;-;-;-
BIN;202309181250;12.30;0.00;-;-;97.40;11.90;237.00;11.50;20.90;-;-;-;-;-;-;-;-;-;-;-
BIZ;202309181250;18.10;0.00;0.00;109.00;82.50;15.10;157.00;3.60;6.50;955.40;1013.40;1015.00;-;-;-;-;-;-;-;-
BIV;202309181250;14.00;0.00;-;-;71.60;9.00;291.00;10.10;25.60;-;-;-;-;-;-;-;-;-;-;-
BIE;202309181250;15.60;0.00;0.00;79.00;95.30;14.90;227.00;8.30;13.70;936.90;-;1016.70;1503.20;-;-;-;-;-;-;-
BLA;202309181250;13.40;0.00;0.00;194.00;86.90;11.30;180.00;2.90;6.80;847.40;-;1020.10;1513.10;-;-;-;-;-;-;-
BOL;202309181250;15.50;0.10;0.00;67.00;87.10;13.40;242.00;13.00;22.70;923.00;-;1018.20;1514.70;-;-;-;-;-;-;-
BOU;202309181250;17.40;-;-;-;87.60;15.30;133.00;20.90;32.80;971.60;1015.00;1015.90;-;-;-;-;-;-;-;-
BRZ;202309181250;-;0.00;-;-;-;-;77.00;4.30;9.70;950.70;-;1017.30;-;-;-;-;-;-;-;-
BUS;202309181250;18.90;0.00;0.00;261.00;81.90;15.70;223.00;5.80;13.30;969.00;1013.60;1014.80;-;-;-;-;-;-;-;-
BUF;202309181250;12.50;0.10;0.00;130.00;90.10;10.90;203.00;2.20;4.70;804.10;-;1020.70;1500.70;-;-;-;-;-;-;-
FRE;202309181250;12.40;0.00;0.00;38.00;100.00;12.40;180.00;13.30;25.60;880.50;-;1017.80;1501.50;-;-;-;-;-;-;-
CEV;202309181250;19.10;0.10;0.00;77.00;93.60;18.00;9.00;2.50;5.40;965.70;1014.00;1015.50;-;-;-;-;-;-;-;-
CHZ;202309181250;18.70;0.00;0.00;121.00;74.00;14.00;239.00;9.70;16.90;963.00;1013.80;1015.20;-;-;-;-;-;-;-;-
CHA;202309181250;10.70;0.00;0.00;95.00;99.20;10.60;172.00;37.80;46.40;839.80;-;1018.10;1494.80;-;-;-;-;-;-;-
CHM;202309181250;12.90;-;0.00;167.00;95.00;12.10;234.00;13.00;25.60;887.40;-;1017.10;1497.40;-;-;-;-;-;-;-
CHU;202309181250;15.80;0.50;0.00;93.00;92.10;14.50;22.00;12.20;18.40;951.90;1016.00;1017.30;-;-;-;-;-;-;-;-
CHD;202309181250;13.90;0.40;0.00;36.00;95.80;13.20;196.00;1.40;3.60;901.20;-;1019.40;1519.70;-;-;-;-;-;-;-
CIM;202309181250;12.50;0.60;0.00;37.00;98.80;12.30;143.00;15.50;25.20;834.40;-;1019.80;1506.40;-;-;-;-;-;-;-
CDM;202309181250;10.70;0.90;-;-;99.80;10.70;215.00;5.80;11.20;-;-;-;-;-;-;-;-;-;-;-
GSB;202309181250;5.00;1.80;0.00;18.00;96.90;4.50;94.00;33.10;45.70;756.10;-;1023.60;-;3113.00;-;-;-;-;-;-
COY;202309181250;17.30;0.00;-;-;88.30;15.30;278.00;11.90;22.70;-;-;-;-;-;-;-;-;-;-;-
CMA;202309181250;7.40;-;0.00;159.00;84.30;4.90;319.00;19.80;34.90;755.40;-;1022.30;-;3107.80;-;-;-;-;-;-
CRM;202309181250;18.20;0.00;-;178.00;88.00;16.20;287.00;3.20;6.80;964.40;1013.90;1015.20;-;-;-;-;-;-;-;-
DAV;202309181250;10.80;0.80;0.00;35.00;92.10;9.60;48.00;25.60;34.90;841.40;-;1019.90;1510.60;-;-;-;-;-;-;-
DEM;202309181250;20.80;0.00;0.00;241.00;61.50;13.10;246.00;6.10;13.30;961.80;1011.70;1013.50;-;-;-;-;-;-;-;-
