Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309131700;16.10;1.30;0.00;3.00;93.20;15.00;225.00;4.00;6.10;956.80;1019.00;1020.30;-;-;-;-;-;-;-;-
COM;202309131700;18.00;0.00;0.00;28.00;92.30;16.70;166.00;4.30;6.80;951.50;1017.30;1019.20;-;-;-;-;-;-;-;-
ABO;202309131700;12.90;0.00;0.00;31.00;98.50;12.70;86.00;4.70;7.90;872.10;-;1022.70;1541.20;-;-;-;-;-;-;-
AIG;202309131700;17.70;0.00;0.00;0.00;89.70;16.00;342.00;6.10;10.10;975.10;1019.50;1020.50;-;-;-;-;-;-;-;-
ALT;202309131700;17.80;0.00;0.00;4.00;96.50;17.20;64.00;2.20;3.20;967.70;1018.50;1019.70;-;-;-;-;-;-;-;-
ARH;202309131700;19.80;0.00;0.00;11.00;98.40;19.50;357.00;7.60;16.90;971.90;1017.70;1019.10;-;-;-;-;-;-;-;-
AND;202309131700;15.90;0.00;0.00;3.00;85.80;13.50;123.00;1.80;4.30;906.90;-;1020.80;1535.60;-;-;-;-;-;-;-
ANT;202309131700;12.90;0.00;0.00;14.00;88.20;11.00;37.00;14.80;26.30;860.50;-;1022.70;1538.80;-;-;-;-;-;-;-
ARO;202309131700;10.90;0.00;0.00;36.00;96.50;10.40;121.00;1.10;2.50;815.80;-;1023.90;1534.60;-;-;-;-;-;-;-
RAG;202309131700;18.90;0.00;0.00;19.00;84.80;16.30;307.00;9.40;15.80;961.00;1017.90;1019.60;-;-;-;-;-;-;-;-
BAN;202309131700;-;-;0.00;11.00;-;-;-;-;-;-;-;-;-;-;251.00;27.40;33.10;13.30;93.20;12.20
BAS;202309131700;17.70;0.20;0.00;22.00;89.50;16.00;317.00;4.70;13.70;982.00;1019.00;1019.80;-;-;-;-;-;-;-;-
LAT;202309131700;13.00;0.00;0.00;20.00;92.10;11.70;306.00;1.80;5.40;-;-;-;-;-;-;-;-;-;-;-
BER;202309131700;17.80;0.00;0.00;14.00;79.50;14.20;220.00;8.30;14.80;955.50;1019.00;1020.70;-;-;-;-;-;-;-;-
BEZ;202309131700;18.00;1.50;0.00;8.00;100.00;18.00;203.00;2.20;5.00;980.90;1018.90;1019.80;-;-;-;-;-;-;-;-
BIA;202309131700;19.30;0.00;0.00;15.00;94.60;18.40;281.00;2.90;4.70;984.70;1017.00;1017.90;-;-;-;-;-;-;-;-
BIN;202309131700;12.10;0.10;-;-;96.10;11.50;286.00;2.90;5.80;-;-;-;-;-;-;-;-;-;-;-
BIZ;202309131700;17.30;0.00;0.00;7.00;92.00;16.00;242.00;4.30;10.40;959.90;1018.40;1019.80;-;-;-;-;-;-;-;-
BIV;202309131700;10.30;0.00;-;-;91.50;9.00;234.00;8.60;13.70;-;-;-;-;-;-;-;-;-;-;-
BIE;202309131700;15.20;0.10;0.00;28.00;96.80;14.70;173.00;0.70;1.80;941.20;-;1021.30;1540.10;-;-;-;-;-;-;-
BLA;202309131700;12.20;0.00;0.00;15.00;96.50;11.70;246.00;2.20;4.70;850.20;-;1023.30;1540.80;-;-;-;-;-;-;-
BOL;202309131700;14.90;0.00;0.00;34.00;95.60;14.20;132.00;2.20;3.20;926.00;-;1021.40;1540.20;-;-;-;-;-;-;-
BOU;202309131700;18.70;-;-;-;84.00;15.90;291.00;7.90;11.50;976.00;1019.40;1020.50;-;-;-;-;-;-;-;-
BRZ;202309131700;-;0.50;-;-;-;-;196.00;4.70;9.00;953.90;-;1020.70;-;-;-;-;-;-;-;-
BUS;202309131700;17.80;0.00;0.00;47.00;94.40;16.90;202.00;4.30;7.60;974.00;1019.00;1020.00;-;-;-;-;-;-;-;-
BUF;202309131700;10.40;0.00;0.00;11.00;92.40;9.20;214.00;0.70;2.20;806.70;-;1023.80;1531.50;-;-;-;-;-;-;-
FRE;202309131700;12.90;0.20;0.00;9.00;98.00;12.60;162.00;0.40;1.40;885.10;-;1023.00;1545.60;-;-;-;-;-;-;-
CEV;202309131700;19.20;0.00;0.00;6.00;90.20;17.60;339.00;2.20;4.00;968.70;1017.20;1018.60;-;-;-;-;-;-;-;-
CHZ;202309131700;16.90;0.80;0.00;0.00;85.90;14.50;287.00;10.10;14.80;968.00;1019.40;1020.40;-;-;-;-;-;-;-;-
CHA;202309131700;10.50;0.00;0.00;13.00;100.00;10.50;335.00;20.50;29.20;844.50;-;1023.60;1541.50;-;-;-;-;-;-;-
CHM;202309131700;13.00;0.10;0.00;10.00;98.10;12.70;325.00;4.30;14.00;892.00;-;1022.30;1540.70;-;-;-;-;-;-;-
CHU;202309131700;19.10;0.00;0.00;18.00;79.50;15.50;65.00;4.30;9.40;954.00;1017.40;1019.50;-;-;-;-;-;-;-;-
CHD;202309131700;14.50;0.00;0.00;16.00;95.80;13.80;189.00;5.40;7.90;903.70;-;1022.20;1543.90;-;-;-;-;-;-;-
CIM;202309131700;11.50;0.00;0.00;24.00;92.70;10.40;296.00;9.40;10.10;837.00;-;1022.80;1533.00;-;-;-;-;-;-;-
CDM;202309131700;11.80;0.00;-;-;100.00;11.80;219.00;5.80;10.80;-;-;-;-;-;-;-;-;-;-;-
GSB;202309131700;6.30;0.00;0.00;41.00;97.80;6.00;86.00;13.70;19.80;758.30;-;1026.40;-;3139.60;-;-;-;-;-;-
COY;202309131700;17.00;0.00;-;-;90.90;15.50;121.00;6.50;10.10;-;-;-;-;-;-;-;-;-;-;-
CMA;202309131700;6.30;-;0.00;11.00;88.60;4.60;352.00;19.80;24.50;758.20;-;1025.90;-;3135.20;-;-;-;-;-;-
CRM;202309131700;17.60;0.00;-;28.00;99.20;17.50;227.00;6.10;10.80;969.30;1019.20;1020.30;-;-;-;-;-;-;-;-
DAV;202309131700;11.80;0.00;0.00;28.00;84.70;9.30;351.00;13.00;17.60;844.10;-;1023.10;1537.20;-;-;-;-;-;-;-
DEM;202309131700;18.70;0.00;0.00;34.00;78.30;14.80;242.00;9.00;14.00;968.10;1018.70;1020.10;-;-;-;-;-;-;-;-
DIS;202309131700;14.10;0.00;0.00;18.00;89.90;12.50;307.00;2.90;4.70;885.20;-;1022.10;1539.80;-;-;-;-;-;-;-
EBK;202309131700;18.00;0.00;0.00;10.00;86.90;15.80;311.00;9.00;21.60;947.10;-;1020.30;1540.90;-;-;-;-;-;-;-
EGH;202309131700;5.00;-;0.00;11.00;100.00;5.00;220.00;4.30;7.90;721.40;-;1027.60;-;3138.50;-;-;-;-;-;-
EGO;202309131700;16.70;1.00;-;5.00;99.30;16.60;257.00;10.10;19.10;959.00;1019.30;1020.60;-;-;-;-;-;-;-;-
EIN;202309131700;16.70;0.00;0.00;7.00;81.00;13.40;261.00;5.00;9.00;915.80;-;1021.30;1542.70;-;-;-;-;-;-;-
ELM;202309131700;15.30;0.00;0.00;9.00;88.90;13.50;130.00;4.30;6.80;910.60;-;1021.30;1538.70;-;-;-;-;-;-;-
