Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309130400;15.50;0.00;0.00;1.00;89.10;13.70;169.00;1.10;2.20;953.90;1016.10;1017.20;-;-;-;-;-;-;-;-
COM;202309130400;17.10;0.00;0.00;2.00;94.80;16.30;9.00;5.80;12.20;950.60;1016.60;1018.20;-;-;-;-;-;-;-;-
ABO;202309130400;11.80;0.00;0.00;2.00;94.40;10.90;217.00;4.00;7.60;870.30;-;1020.70;1523.10;-;-;-;-;-;-;-
AIG;202309130400;18.10;0.00;0.00;0.00;85.80;15.70;166.00;6.10;9.00;971.90;1016.10;1017.10;-;-;-;-;-;-;-;-
ALT;202309130400;17.00;0.00;0.00;0.00;87.40;14.90;137.00;6.50;9.40;965.70;1016.50;1017.60;-;-;-;-;-;-;-;-
ARH;202309130400;18.30;0.00;0.00;0.00;92.60;17.10;174.00;5.40;8.30;969.40;1015.30;1016.50;-;-;-;-;-;-;-;-
AND;202309130400;14.30;0.00;0.00;0.00;96.10;13.70;204.00;2.90;5.80;906.00;-;1019.80;1524.20;-;-;-;-;-;-;-
ANT;202309130400;11.20;0.00;0.00;0.00;92.00;9.90;258.00;4.70;8.60;859.20;-;1021.20;1525.60;-;-;-;-;-;-;-
ARO;202309130400;10.50;0.00;0.00;1.00;96.30;9.90;277.00;6.50;11.50;815.20;-;1023.10;1528.90;-;-;-;-;-;-;-
RAG;202309130400;17.00;0.00;0.00;0.00;89.10;15.20;85.00;5.80;11.90;959.30;1016.50;1017.90;-;-;-;-;-;-;-;-
BAN;202309130400;-;-;0.00;1.00;-;-;-;-;-;-;-;-;-;-;240.00;23.80;34.90;14.70;84.10;12.00
BAS;202309130400;17.60;0.00;0.00;0.00;92.00;16.30;24.00;1.40;3.60;979.30;1016.20;1017.00;-;-;-;-;-;-;-;-
LAT;202309130400;12.10;0.00;0.00;0.00;96.90;11.60;176.00;2.20;4.00;-;-;-;-;-;-;-;-;-;-;-
BER;202309130400;16.80;0.30;0.00;0.00;90.80;15.30;142.00;6.50;12.60;952.80;1016.40;1017.90;-;-;-;-;-;-;-;-
BEZ;202309130400;18.10;0.00;0.00;2.00;87.00;15.90;147.00;1.10;3.60;978.00;1015.90;1016.80;-;-;-;-;-;-;-;-
BIA;202309130400;18.10;0.00;0.00;1.00;93.00;17.00;338.00;5.40;14.40;983.60;1016.00;1016.70;-;-;-;-;-;-;-;-
BIN;202309130400;11.20;0.00;-;-;96.10;10.60;52.00;5.40;10.80;-;-;-;-;-;-;-;-;-;-;-
BIZ;202309130400;15.30;0.00;0.00;2.00;95.20;14.50;236.00;7.20;10.40;957.30;1016.00;1017.00;-;-;-;-;-;-;-;-
BIV;202309130400;9.00;0.00;-;-;96.70;8.50;82.00;2.90;6.50;-;-;-;-;-;-;-;-;-;-;-
BIE;202309130400;16.00;0.00;0.00;1.00;93.40;14.90;240.00;2.50;6.10;938.10;-;1018.00;1515.10;-;-;-;-;-;-;-
BLA;202309130400;9.10;0.00;0.00;2.00;97.60;8.70;96.00;1.80;3.20;848.60;-;1021.50;1525.20;-;-;-;-;-;-;-
BOL;202309130400;12.60;0.00;0.00;0.00;97.20;12.20;203.00;2.50;4.30;924.00;-;1019.30;1516.30;-;-;-;-;-;-;-
BOU;202309130400;18.90;-;-;-;75.40;14.50;129.00;5.00;9.70;972.60;1015.80;1017.00;-;-;-;-;-;-;-;-
BRZ;202309130400;-;0.00;-;-;-;-;13.00;2.50;4.00;951.60;-;1018.30;-;-;-;-;-;-;-;-
BUS;202309130400;17.30;0.00;0.00;1.00;87.20;15.20;186.00;3.60;5.80;971.40;1016.30;1017.30;-;-;-;-;-;-;-;-
BUF;202309130400;8.60;0.00;0.00;1.00;97.30;8.20;123.00;2.50;6.80;806.90;-;1024.10;1536.50;-;-;-;-;-;-;-
FRE;202309130400;13.60;0.00;0.00;2.00;88.40;11.70;306.00;1.40;4.30;882.60;-;1020.20;1522.80;-;-;-;-;-;-;-
