Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309181210;17.90;0.00;0.00;282.00;76.80;13.80;189.00;11.50;22.30;951.80;1013.30;1015.00;-;-;-;-;-;-;-;-
COM;202309181210;17.40;0.00;0.00;80.00;100.00;17.40;168.00;9.70;18.70;948.70;1014.40;1016.20;-;-;-;-;-;-;-;-
ABO;202309181210;13.70;0.30;0.00;177.00;68.30;8.00;218.00;18.70;33.10;869.70;-;1020.00;1518.70;-;-;-;-;-;-;-
AIG;202309181210;17.90;0.70;0.00;34.00;93.20;16.80;174.00;6.50;9.70;971.40;1015.60;1016.60;-;-;-;-;-;-;-;-
ALT;202309181210;17.60;0.00;0.00;110.00;82.90;14.70;144.00;8.60;17.60;964.70;1015.30;1016.60;-;-;-;-;-;-;-;-
ARH;202309181210;18.90;0.10;0.00;203.00;91.50;17.50;108.00;18.40;24.80;968.70;1014.50;1015.80;-;-;-;-;-;-;-;-
AND;202309181210;15.60;0.40;0.00;65.00;94.90;14.80;344.00;5.40;9.00;903.50;-;1017.10;1503.50;-;-;-;-;-;-;-
ANT;202309181210;12.10;0.00;0.00;59.00;85.70;9.80;31.00;14.40;41.40;857.80;-;1019.60;1512.20;-;-;-;-;-;-;-
ARO;202309181210;10.60;0.00;0.00;74.00;99.30;10.50;360.00;9.70;19.40;812.90;-;1020.40;1505.00;-;-;-;-;-;-;-
RAG;202309181210;16.60;0.00;0.00;112.00;92.90;15.40;18.00;2.50;5.00;958.90;1016.20;1017.40;-;-;-;-;-;-;-;-
BAN;202309181210;-;-;0.00;139.00;-;-;-;-;-;-;-;-;-;-;229.00;41.40;49.70;13.50;80.80;10.30
BAS;202309181210;19.90;0.00;0.00;376.00;82.40;16.80;109.00;3.60;7.60;975.90;1012.40;1013.50;-;-;-;-;-;-;-;-
LAT;202309181210;13.90;0.40;0.00;108.00;97.00;13.40;256.00;2.50;5.00;-;-;-;-;-;-;-;-;-;-;-
BER;202309181210;16.80;0.20;0.00;111.00;86.70;14.60;174.00;10.10;17.60;950.80;1014.20;1015.80;-;-;-;-;-;-;-;-
BEZ;202309181210;18.90;0.00;0.00;164.00;89.10;17.10;147.00;2.20;6.10;975.80;1013.50;1014.50;-;-;-;-;-;-;-;-
BIA;202309181210;18.70;0.00;0.00;59.00;95.60;18.00;200.00;4.00;10.40;982.00;1014.30;1015.10;-;-;-;-;-;-;-;-
