Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309150900;17.60;0.00;0.00;371.00;84.10;14.90;15.00;3.20;7.20;956.10;1017.90;1019.60;-;-;-;-;-;-;-;-
COM;202309150900;17.60;0.00;5.00;469.00;88.30;15.60;29.00;2.90;6.50;954.20;1020.30;1022.00;-;-;-;-;-;-;-;-
ABO;202309150900;14.40;0.00;10.00;642.00;77.30;10.50;162.00;4.70;7.60;871.40;-;1021.90;1535.60;-;-;-;-;-;-;-
AIG;202309150900;22.20;0.00;10.00;532.00;65.20;15.40;140.00;14.00;27.40;972.90;1016.50;1018.20;-;-;-;-;-;-;-;-
ALT;202309150900;18.80;0.00;0.00;256.00;82.10;15.70;294.00;2.50;4.30;967.10;1017.60;1019.10;-;-;-;-;-;-;-;-
ARH;202309150900;17.00;0.00;0.00;244.00;98.50;16.80;296.00;7.60;12.60;972.30;1018.60;1019.50;-;-;-;-;-;-;-;-
AND;202309150900;18.00;0.00;6.00;369.00;63.10;10.90;359.00;4.00;6.50;907.30;-;1021.30;1543.60;-;-;-;-;-;-;-
ANT;202309150900;14.80;0.00;8.00;602.00;64.40;8.20;179.00;23.00;35.30;861.10;-;1023.40;1545.40;-;-;-;-;-;-;-
ARO;202309150900;12.80;0.00;3.00;466.00;83.80;10.10;81.00;7.60;12.20;816.10;-;1024.20;1535.30;-;-;-;-;-;-;-
RAG;202309150900;18.70;0.00;0.00;261.00;81.90;15.50;290.00;9.00;11.90;960.80;1017.80;1019.40;-;-;-;-;-;-;-;-
BAN;202309150900;-;-;0.00;179.00;-;-;-;-;-;-;-;-;-;-;220.00;13.30;15.10;13.90;95.10;13.10
BAS;202309150900;18.50;0.00;10.00;560.00;69.80;12.90;295.00;2.20;5.40;981.10;1018.00;1018.80;-;-;-;-;-;-;-;-
LAT;202309150900;15.50;0.00;5.00;644.00;74.30;11.00;252.00;4.70;9.00;-;-;-;-;-;-;-;-;-;-;-
BER;202309150900;17.80;0.00;0.00;218.00;85.10;15.30;29.00;1.40;2.90;954.30;1017.70;1019.50;-;-;-;-;-;-;-;-
BEZ;202309150900;18.00;0.00;0.00;215.00;80.20;14.50;337.00;1.40;4.00;980.40;1018.40;1019.30;-;-;-;-;-;-;-;-
BIA;202309150900;18.80;0.00;0.00;302.00;86.90;16.60;205.00;5.40;8.60;987.80;1020.30;1021.10;-;-;-;-;-;-;-;-
BIN;202309150900;12.50;0.00;-;-;84.40;9.90;156.00;2.20;5.80;-;-;-;-;-;-;-;-;-;-;-
BIZ;202309150900;17.30;0.00;0.00;263.00;87.10;15.10;96.00;3.60;8.60;959.80;1018.30;1019.70;-;-;-;-;-;-;-;-
BIV;202309150900;12.50;0.00;-;-;73.90;8.00;157.00;7.90;20.90;-;-;-;-;-;-;-;-;-;-;-
BIE;202309150900;18.50;0.00;4.00;532.00;80.30;15.00;54.00;2.20;7.20;939.70;-;1019.70;1537.00;-;-;-;-;-;-;-
BLA;202309150900;12.90;0.00;8.00;401.00;87.70;10.90;18.00;2.20;4.70;850.40;-;1023.60;1542.80;-;-;-;-;-;-;-
BOL;202309150900;16.60;0.00;0.00;321.00;83.30;13.80;73.00;7.60;10.80;925.00;-;1020.30;1535.60;-;-;-;-;-;-;-
BOU;202309150900;20.30;-;-;-;75.50;15.80;286.00;10.80;19.80;973.90;1016.90;1018.30;-;-;-;-;-;-;-;-
BRZ;202309150900;-;0.00;-;-;-;-;178.00;3.20;6.50;952.80;-;1019.50;-;-;-;-;-;-;-;-
BUS;202309150900;18.00;0.00;0.00;263.00;78.40;14.20;89.00;5.40;8.60;973.50;1018.40;1019.50;-;-;-;-;-;-;-;-
BUF;202309150900;10.60;0.00;0.00;83.00;87.40;8.60;115.00;9.40;16.90;808.30;-;1025.80;1547.90;-;-;-;-;-;-;-
FRE;202309150900;13.60;0.00;0.00;197.00;96.50;13.10;160.00;4.00;9.00;883.70;-;1021.40;1533.20;-;-;-;-;-;-;-
CEV;202309150900;17.60;0.00;0.00;156.00;91.30;16.20;100.00;1.40;3.20;971.80;1020.70;1021.80;-;-;-;-;-;-;-;-
CHZ;202309150900;19.20;0.00;3.00;372.00;75.60;14.80;250.00;2.90;10.10;967.10;1018.00;1019.50;-;-;-;-;-;-;-;-
CHA;202309150900;11.70;0.00;1.00;309.00;96.70;11.20;170.00;21.20;31.30;843.40;-;1022.30;1530.30;-;-;-;-;-;-;-
CHM;202309150900;13.30;0.00;0.00;276.00;99.60;13.20;114.00;8.30;14.80;890.80;-;1020.90;1529.90;-;-;-;-;-;-;-
CHU;202309150900;21.70;0.00;0.00;274.00;57.80;13.00;191.00;6.50;14.00;953.50;1016.30;1019.00;-;-;-;-;-;-;-;-
CHD;202309150900;15.30;0.00;0.00;270.00;92.40;14.10;159.00;3.20;5.40;902.50;-;1020.90;1534.30;-;-;-;-;-;-;-
CIM;202309150900;12.50;0.00;7.00;475.00;83.30;9.70;71.00;4.30;8.30;838.80;-;1024.90;1550.70;-;-;-;-;-;-;-
CDM;202309150900;14.30;0.00;-;-;77.70;10.50;194.00;10.40;15.10;-;-;-;-;-;-;-;-;-;-;-
GSB;202309150900;6.30;0.00;0.00;130.00;95.40;5.60;286.00;17.30;26.30;758.60;-;1026.80;-;3142.80;-;-;-;-;-;-
COY;202309150900;17.80;0.00;-;-;88.70;15.90;63.00;7.90;11.50;-;-;-;-;-;-;-;-;-;-;-
CMA;202309150900;9.60;-;10.00;661.00;73.70;5.10;211.00;18.70;23.40;758.80;-;1026.70;-;3149.70;-;-;-;-;-;-
CRM;202309150900;-;-;-;522.00;-;-;-;-;-;968.20;-;1019.20;-;-;-;-;-;-;-;-
DAV;202309150900;14.40;0.00;0.00;280.00;70.50;9.10;194.00;9.40;18.40;844.30;-;1023.30;1538.70;-;-;-;-;-;-;-
DEM;202309150900;17.40;0.00;0.00;280.00;91.90;16.10;249.00;1.80;3.20;967.00;1017.80;1019.00;-;-;-;-;-;-;-;-
DIS;202309150900;16.60;0.00;0.00;246.00;75.00;12.20;320.00;2.90;5.40;885.60;-;1022.60;1546.80;-;-;-;-;-;-;-
