Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309121420;25.50;0.00;0.00;33.00;53.50;15.40;206.00;23.00;40.70;952.10;1011.90;1015.30;-;-;-;-;-;-;-;-
COM;202309121420;22.90;0.00;0.00;134.00;72.40;17.70;94.00;3.20;6.50;949.90;1014.40;1017.50;-;-;-;-;-;-;-;-
ABO;202309121420;19.60;0.00;0.00;79.00;64.80;12.80;32.00;11.90;22.70;869.50;-;1019.80;1520.90;-;-;-;-;-;-;-
AIG;202309121420;27.90;0.00;10.00;472.00;39.70;12.90;347.00;6.80;11.20;969.20;1011.70;1014.30;-;-;-;-;-;-;-;-
ALT;202309121420;23.10;0.00;8.00;481.00;69.10;17.10;154.00;15.10;23.80;964.00;1013.60;1015.80;-;-;-;-;-;-;-;-
ARH;202309121420;24.60;0.00;0.00;26.00;63.80;17.30;237.00;4.30;7.90;966.70;1011.40;1013.70;-;-;-;-;-;-;-;-
AND;202309121420;23.70;0.00;0.00;105.00;52.10;13.30;332.00;7.90;12.60;903.30;-;1016.90;1517.00;-;-;-;-;-;-;-
ANT;202309121420;18.20;0.00;10.00;595.00;57.80;9.80;231.00;7.60;12.20;859.60;-;1021.70;1531.90;-;-;-;-;-;-;-
ARO;202309121420;16.20;0.00;0.00;138.00;55.70;7.30;352.00;3.60;7.90;814.90;-;1022.80;1518.40;-;-;-;-;-;-;-
RAG;202309121420;21.30;0.00;0.00;2.00;70.70;15.80;317.00;18.40;47.20;957.30;1013.50;1015.80;-;-;-;-;-;-;-;-
BAN;202309121420;-;-;0.00;264.00;-;-;-;-;-;-;-;-;-;-;250.00;23.80;30.60;22.60;39.40;8.10
BAS;202309121420;30.00;0.00;10.00;536.00;36.20;13.40;202.00;4.70;7.90;975.60;1010.80;1013.20;-;-;-;-;-;-;-;-
LAT;202309121420;19.70;0.00;0.00;244.00;58.00;11.20;184.00;4.30;7.20;-;-;-;-;-;-;-;-;-;-;-
BER;202309121420;28.50;0.00;10.00;654.00;32.20;10.30;224.00;13.00;22.70;950.00;1010.70;1014.90;-;-;-;-;-;-;-;-
BEZ;202309121420;28.90;0.00;0.00;193.00;44.30;15.50;196.00;3.20;7.90;974.70;1011.00;1013.40;-;-;-;-;-;-;-;-
BIA;202309121420;25.30;0.00;1.00;230.00;66.20;18.50;263.00;6.10;10.10;982.30;1013.90;1015.40;-;-;-;-;-;-;-;-
BIN;202309121420;17.60;0.00;-;-;73.80;12.90;163.00;1.80;4.70;-;-;-;-;-;-;-;-;-;-;-
BIZ;202309121420;23.40;0.00;0.00;18.00;75.40;18.80;184.00;6.50;11.50;955.20;1012.10;1014.80;-;-;-;-;-;-;-;-
BIV;202309121420;20.30;0.00;-;-;47.80;8.90;230.00;11.20;22.30;-;-;-;-;-;-;-;-;-;-;-
BIE;202309121420;26.90;0.00;10.00;551.00;32.00;8.80;204.00;16.90;28.10;935.90;-;1015.60;1528.10;-;-;-;-;-;-;-
BLA;202309121420;19.40;0.00;0.00;172.00;52.50;9.40;206.00;15.10;20.50;848.30;-;1021.10;1521.60;-;-;-;-;-;-;-
BOL;202309121420;25.80;0.00;10.00;561.00;51.00;14.90;55.00;17.60;24.10;921.20;-;1016.20;1524.10;-;-;-;-;-;-;-
BOU;202309121420;25.60;-;-;-;50.40;14.50;76.00;3.20;5.40;970.10;1012.10;1014.40;-;-;-;-;-;-;-;-
BRZ;202309121420;-;0.00;-;-;-;-;169.00;5.00;6.50;948.10;-;1014.60;-;-;-;-;-;-;-;-
BUS;202309121420;29.70;0.00;10.00;647.00;40.40;14.80;201.00;10.10;16.60;968.40;1011.20;1014.20;-;-;-;-;-;-;-;-
BUF;202309121420;17.10;0.00;0.00;65.00;46.50;5.60;189.00;11.90;32.80;807.20;-;1024.50;1526.00;-;-;-;-;-;-;-
FRE;202309121420;21.50;0.00;10.00;515.00;47.40;9.80;178.00;9.40;19.10;881.70;-;1019.20;1523.20;-;-;-;-;-;-;-
CEV;202309121420;24.90;0.00;0.00;191.00;62.40;17.20;28.00;2.90;6.10;966.30;1013.70;1016.10;-;-;-;-;-;-;-;-
CHZ;202309121420;22.80;0.00;0.00;152.00;59.40;14.50;200.00;10.40;17.60;963.00;1013.00;1015.20;-;-;-;-;-;-;-;-
CHA;202309121420;18.50;0.00;10.00;578.00;56.50;9.70;168.00;13.70;20.50;842.30;-;1021.00;1517.50;-;-;-;-;-;-;-
CHM;202309121420;22.70;0.00;10.00;552.00;47.10;10.80;180.00;8.30;16.90;888.40;-;1018.20;1520.20;-;-;-;-;-;-;-
