Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309190640;16.60;0.00;5.00;182.00;76.50;12.50;229.00;10.10;26.60;955.10;1017.10;1018.50;-;-;-;-;-;-;-;-
COM;202309190640;12.20;0.00;0.00;25.00;95.90;11.60;329.00;7.60;10.10;949.60;1016.70;1017.20;-;-;-;-;-;-;-;-
ABO;202309190640;10.60;0.00;0.00;96.00;92.50;9.40;53.00;6.10;11.50;870.50;-;1020.90;1524.10;-;-;-;-;-;-;-
AIG;202309190640;15.90;0.10;0.00;69.00;90.70;14.40;206.00;2.50;4.70;973.90;1018.50;1019.20;-;-;-;-;-;-;-;-
ALT;202309190640;15.30;0.00;0.00;60.00;91.40;13.90;351.00;0.70;1.40;967.10;1018.30;1019.10;-;-;-;-;-;-;-;-
ARH;202309190640;17.10;0.00;0.00;61.00;88.90;15.30;125.00;4.00;7.90;970.80;1017.00;1017.90;-;-;-;-;-;-;-;-
AND;202309190640;12.10;0.00;0.00;85.00;90.90;10.70;86.00;0.70;1.80;906.30;-;1020.20;1522.60;-;-;-;-;-;-;-
ANT;202309190640;8.90;0.00;4.00;184.00;93.90;8.00;332.00;2.20;3.60;859.30;-;1021.40;1525.80;-;-;-;-;-;-;-
ARO;202309190640;8.10;0.00;0.00;66.00;92.70;7.00;64.00;4.30;6.80;814.00;-;1021.70;1519.70;-;-;-;-;-;-;-
RAG;202309190640;15.30;0.00;10.00;259.00;90.40;13.70;132.00;8.60;15.10;960.40;1018.10;1019.00;-;-;-;-;-;-;-;-
BAN;202309190640;-;-;0.00;42.00;-;-;-;-;-;-;-;-;-;-;229.00;34.90;43.60;11.50;98.20;11.20
BAS;202309190640;17.50;0.00;3.00;143.00;77.20;13.50;286.00;8.30;16.60;980.40;1017.40;1018.10;-;-;-;-;-;-;-;-
LAT;202309190640;9.70;0.00;0.00;89.00;93.90;8.80;97.00;2.20;4.30;-;-;-;-;-;-;-;-;-;-;-
BER;202309190640;15.20;0.00;0.00;70.00;92.60;14.00;192.00;6.10;11.20;954.00;1018.00;1019.20;-;-;-;-;-;-;-;-
BEZ;202309190640;16.70;0.00;0.00;72.00;89.20;14.90;172.00;2.90;6.80;979.30;1017.50;1018.10;-;-;-;-;-;-;-;-
BIA;202309190640;13.80;0.00;0.00;19.00;96.40;13.20;342.00;11.50;22.30;982.80;1015.70;1015.90;-;-;-;-;-;-;-;-
BIN;202309190640;9.30;0.00;-;-;94.90;8.50;57.00;1.10;3.20;-;-;-;-;-;-;-;-;-;-;-
BIZ;202309190640;16.30;0.00;0.00;121.00;80.30;12.90;224.00;14.80;25.20;958.50;1017.10;1018.30;-;-;-;-;-;-;-;-
BIV;202309190640;8.10;0.00;-;-;95.50;7.40;222.00;1.40;3.20;-;-;-;-;-;-;-;-;-;-;-
BIE;202309190640;14.30;0.00;2.00;112.00;93.70;13.30;246.00;10.40;15.10;939.90;-;1019.90;1525.80;-;-;-;-;-;-;-
BLA;202309190640;8.60;0.00;0.00;52.00;97.80;8.30;122.00;2.20;3.60;849.40;-;1022.40;1533.00;-;-;-;-;-;-;-
BOL;202309190640;13.10;0.00;0.00;110.00;92.80;12.00;216.00;4.00;6.10;924.70;-;1020.00;1523.80;-;-;-;-;-;-;-
BOU;202309190640;16.30;-;-;-;89.30;14.50;154.00;5.80;11.20;974.90;1018.60;1019.30;-;-;-;-;-;-;-;-
BRZ;202309190640;-;0.00;-;-;-;-;325.00;0.40;1.80;952.70;-;1019.40;-;-;-;-;-;-;-;-
BUS;202309190640;16.50;0.00;0.00;58.00;86.50;14.20;255.00;4.30;10.40;972.80;1017.90;1018.80;-;-;-;-;-;-;-;-
BUF;202309190640;4.80;0.00;2.00;139.00;99.20;4.70;209.00;1.10;3.20;805.40;-;1022.30;1527.20;-;-;-;-;-;-;-
FRE;202309190640;11.00;0.00;2.00;77.00;95.60;10.30;213.00;4.70;9.70;883.30;-;1021.00;1526.40;-;-;-;-;-;-;-
CEV;202309190640;14.50;0.00;0.00;27.00;87.20;12.40;21.00;4.70;14.00;966.60;1015.80;1016.40;-;-;-;-;-;-;-;-
CHZ;202309190640;16.20;0.00;0.00;46.00;91.10;14.70;160.00;4.70;9.00;966.60;1018.00;1019.00;-;-;-;-;-;-;-;-
CHA;202309190640;8.30;0.10;0.00;41.00;100.00;8.30;291.00;33.80;51.80;842.10;-;1020.70;1518.40;-;-;-;-;-;-;-
CHM;202309190640;11.30;0.00;0.00;100.00;96.80;10.80;263.00;7.20;15.80;890.10;-;1020.10;1520.50;-;-;-;-;-;-;-
CHU;202309190640;14.40;0.00;0.00;102.00;92.80;13.30;227.00;4.70;7.90;953.70;1018.20;1019.20;-;-;-;-;-;-;-;-
CHD;202309190640;12.20;0.00;0.00;123.00;98.00;11.90;143.00;2.90;5.00;902.30;-;1020.60;1526.80;-;-;-;-;-;-;-
CIM;202309190640;12.70;0.00;10.00;219.00;56.90;4.40;357.00;14.40;28.40;834.40;-;1019.80;1506.20;-;-;-;-;-;-;-
CDM;202309190640;9.60;0.00;-;-;100.00;9.60;204.00;7.90;12.20;-;-;-;-;-;-;-;-;-;-;-
GSB;202309190640;5.30;0.00;6.00;192.00;79.90;2.10;78.00;11.90;19.40;756.60;-;1024.30;-;3119.10;-;-;-;-;-;-
COY;202309190640;13.60;0.00;-;-;99.30;13.50;78.00;4.30;5.40;-;-;-;-;-;-;-;-;-;-;-
CMA;202309190640;4.30;-;0.00;84.00;95.30;3.60;114.00;5.00;7.20;756.20;-;1023.40;-;3109.10;-;-;-;-;-;-
CRM;202309190640;16.10;0.00;-;136.00;92.70;14.90;244.00;6.10;11.90;967.90;1018.00;1018.90;-;-;-;-;-;-;-;-
DAV;202309190640;8.00;0.00;0.00;84.00;93.70;7.00;186.00;3.20;4.30;842.80;-;1021.60;1525.30;-;-;-;-;-;-;-
DEM;202309190640;16.20;0.00;0.00;67.00;86.50;13.90;188.00;0.70;2.90;966.50;1017.50;1018.50;-;-;-;-;-;-;-;-
DIS;202309190640;10.70;0.00;0.00;51.00;96.10;10.10;313.00;0.70;1.80;884.30;-;1021.10;1527.20;-;-;-;-;-;-;-
EBK;202309190640;13.90;0.60;0.00;80.00;99.20;13.80;118.00;2.50;5.00;946.30;-;1019.40;1520.30;-;-;-;-;-;-;-
