Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309151210;21.40;0.00;10.00;703.00;68.90;15.50;358.00;8.30;15.80;954.90;1015.80;1018.30;-;-;-;-;-;-;-;-
COM;202309151210;18.90;0.00;0.00;335.00;78.80;15.10;176.00;15.50;26.30;953.50;1019.20;1021.30;-;-;-;-;-;-;-;-
ABO;202309151210;18.30;0.00;10.00;805.00;61.20;10.70;83.00;10.80;17.60;870.60;-;1021.00;1530.80;-;-;-;-;-;-;-
AIG;202309151210;21.40;0.00;0.00;180.00;69.40;15.60;338.00;11.90;19.80;972.10;1015.70;1017.40;-;-;-;-;-;-;-;-
ALT;202309151210;21.70;0.00;0.00;329.00;69.80;15.90;328.00;3.60;6.80;966.00;1016.00;1017.90;-;-;-;-;-;-;-;-
ARH;202309151210;20.00;-;10.00;679.00;72.70;15.00;315.00;5.80;12.60;971.30;1017.00;1018.50;-;-;-;-;-;-;-;-
AND;202309151210;20.70;0.00;0.00;335.00;49.90;9.90;156.00;12.60;18.00;906.20;-;1020.00;1538.70;-;-;-;-;-;-;-
ANT;202309151210;16.40;0.00;1.00;410.00;61.10;8.90;186.00;18.00;32.80;860.60;-;1022.80;1541.10;-;-;-;-;-;-;-
ARO;202309151210;13.50;0.00;0.00;346.00;70.40;8.20;90.00;10.40;16.20;815.70;-;1023.70;1530.30;-;-;-;-;-;-;-
RAG;202309151210;21.90;0.00;10.00;732.00;67.90;15.70;293.00;10.80;18.00;959.60;1015.80;1018.20;-;-;-;-;-;-;-;-
BAN;202309151210;-;-;0.00;123.00;-;-;-;-;-;-;-;-;-;-;32.00;1.80;4.30;14.40;100.00;14.40
BAS;202309151210;22.30;0.00;0.00;314.00;64.40;15.30;56.00;5.00;11.20;979.70;1016.00;1017.40;-;-;-;-;-;-;-;-
LAT;202309151210;16.00;0.00;0.00;223.00;72.30;11.00;312.00;5.40;11.50;-;-;-;-;-;-;-;-;-;-;-
BER;202309151210;19.70;0.00;0.00;377.00;76.70;15.50;357.00;4.00;7.90;953.50;1016.40;1018.60;-;-;-;-;-;-;-;-
BEZ;202309151210;22.50;0.00;10.00;567.00;66.00;15.80;91.00;2.20;4.70;979.00;1016.30;1017.80;-;-;-;-;-;-;-;-
BIA;202309151210;20.10;0.00;0.00;255.00;76.00;15.70;175.00;26.30;34.60;987.10;1019.40;1020.30;-;-;-;-;-;-;-;-
BIN;202309151210;16.00;0.00;-;-;61.60;8.60;78.00;11.20;24.10;-;-;-;-;-;-;-;-;-;-;-
BIZ;202309151210;20.00;0.00;7.00;677.00;78.30;16.10;64.00;13.00;18.40;958.70;1016.50;1018.50;-;-;-;-;-;-;-;-
BIV;202309151210;12.90;0.00;-;-;73.40;8.30;217.00;10.10;22.00;-;-;-;-;-;-;-;-;-;-;-
BIE;202309151210;21.10;0.00;10.00;774.00;68.80;15.10;118.00;12.60;18.70;938.40;-;1018.30;1533.30;-;-;-;-;-;-;-
BLA;202309151210;15.10;0.00;0.00;303.00;66.20;8.80;198.00;6.10;11.50;849.80;-;1022.90;1536.90;-;-;-;-;-;-;-
BOL;202309151210;20.70;0.00;10.00;773.00;61.90;13.10;63.00;18.00;22.00;923.50;-;1018.70;1532.50;-;-;-;-;-;-;-
BOU;202309151210;20.50;-;-;-;74.50;15.80;331.00;3.60;5.40;973.10;1016.10;1017.50;-;-;-;-;-;-;-;-
BRZ;202309151210;-;0.00;-;-;-;-;231.00;5.40;7.60;951.40;-;1018.10;-;-;-;-;-;-;-;-
BUS;202309151210;22.60;0.00;10.00;764.00;66.70;16.10;325.00;2.20;8.60;972.20;1016.30;1018.10;-;-;-;-;-;-;-;-
BUF;202309151210;12.50;0.00;0.00;378.00;78.10;8.80;131.00;9.40;15.10;807.60;-;1024.90;1537.60;-;-;-;-;-;-;-
FRE;202309151210;16.30;0.00;10.00;798.00;82.70;13.40;143.00;10.10;23.00;883.30;-;1021.00;1532.60;-;-;-;-;-;-;-
CEV;202309151210;20.20;0.00;0.00;347.00;77.10;16.10;227.00;16.90;25.20;971.00;1019.40;1021.00;-;-;-;-;-;-;-;-
CHZ;202309151210;22.10;0.00;6.00;555.00;64.90;15.20;319.00;4.70;9.40;965.90;1016.20;1018.20;-;-;-;-;-;-;-;-
CHA;202309151210;14.10;0.00;0.00;472.00;88.00;12.10;207.00;20.50;30.20;843.40;-;1022.30;1529.70;-;-;-;-;-;-;-
