Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309162310;16.70;0.00;0.00;2.00;88.70;14.80;172.00;4.00;5.00;953.70;1015.60;1017.00;-;-;-;-;-;-;-;-
COM;202309162310;16.30;0.00;0.00;0.00;95.20;15.50;11.00;4.30;7.60;953.90;1020.30;1021.70;-;-;-;-;-;-;-;-
ABO;202309162310;13.50;0.00;0.00;2.00;83.70;10.80;216.00;2.20;4.70;870.70;-;1021.10;1528.20;-;-;-;-;-;-;-
AIG;202309162310;16.10;0.00;0.00;0.00;92.80;14.90;162.00;2.20;3.60;971.80;1016.30;1017.00;-;-;-;-;-;-;-;-
ALT;202309162310;19.20;0.00;0.00;0.00;80.80;15.80;351.00;9.40;15.80;964.80;1015.20;1016.70;-;-;-;-;-;-;-;-
ARH;202309162310;17.60;0.00;0.00;2.00;99.40;17.50;143.00;2.90;4.00;969.40;1015.40;1016.50;-;-;-;-;-;-;-;-
AND;202309162310;18.40;0.00;0.00;0.00;52.80;8.60;144.00;14.80;29.50;907.60;-;1021.60;1547.20;-;-;-;-;-;-;-
ANT;202309162310;14.40;0.00;0.00;0.00;66.00;8.10;186.00;13.30;24.10;861.20;-;1023.50;1546.20;-;-;-;-;-;-;-
ARO;202309162310;12.40;0.00;0.00;1.00;63.50;5.70;322.00;5.40;9.70;816.20;-;1024.30;1536.90;-;-;-;-;-;-;-
RAG;202309162310;21.60;0.00;0.00;0.00;51.50;11.20;141.00;22.00;32.80;959.20;1015.50;1017.80;-;-;-;-;-;-;-;-
BAN;202309162310;-;-;0.00;0.00;-;-;-;-;-;-;-;-;-;-;234.00;11.90;13.70;18.20;53.60;8.60
BAS;202309162310;18.20;0.00;0.00;0.00;82.10;15.10;148.00;4.70;7.60;978.50;1015.30;1016.20;-;-;-;-;-;-;-;-
LAT;202309162310;12.10;0.00;0.00;1.00;87.10;10.00;312.00;4.30;7.90;-;-;-;-;-;-;-;-;-;-;-
BER;202309162310;16.20;0.00;0.00;0.00;87.40;14.10;204.00;2.90;5.40;952.70;1016.40;1017.80;-;-;-;-;-;-;-;-
BEZ;202309162310;16.40;0.00;0.00;3.00;100.00;16.40;211.00;1.40;2.90;977.70;1015.80;1016.50;-;-;-;-;-;-;-;-
BIA;202309162310;17.80;0.00;0.00;1.00;95.30;17.00;169.00;4.30;9.00;987.50;1020.10;1020.80;-;-;-;-;-;-;-;-
BIN;202309162310;14.00;0.00;-;-;69.60;8.50;40.00;4.30;9.40;-;-;-;-;-;-;-;-;-;-;-
BIZ;202309162310;16.60;0.00;0.00;1.00;96.20;16.00;229.00;7.60;10.10;957.30;1015.70;1017.00;-;-;-;-;-;-;-;-
