Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309160440;12.60;0.00;0.00;1.00;100.00;12.60;0.00;0.00;0.00;953.20;1016.00;1016.50;-;-;-;-;-;-;-;-
COM;202309160440;14.40;0.00;0.00;1.00;98.60;14.20;320.00;2.20;4.30;952.50;1019.30;1020.20;-;-;-;-;-;-;-;-
ABO;202309160440;12.60;0.00;0.00;2.00;72.90;7.90;300.00;2.50;5.00;868.90;-;1019.10;1510.20;-;-;-;-;-;-;-
AIG;202309160440;20.00;0.00;0.00;0.00;55.90;10.90;150.00;10.10;18.00;969.40;1013.10;1014.50;-;-;-;-;-;-;-;-
ALT;202309160440;18.30;0.00;0.00;0.00;60.10;10.40;59.00;3.60;16.60;964.20;1014.70;1016.00;-;-;-;-;-;-;-;-
ARH;202309160440;15.10;0.00;0.00;2.00;99.50;15.00;102.00;4.00;6.10;969.30;1015.80;1016.40;-;-;-;-;-;-;-;-
AND;202309160440;11.00;0.00;0.00;0.00;91.10;9.60;303.00;1.10;2.50;906.60;-;1020.50;1523.20;-;-;-;-;-;-;-
ANT;202309160440;10.30;0.00;0.00;0.00;76.70;6.40;0.00;3.60;11.50;859.90;-;1022.00;1532.00;-;-;-;-;-;-;-
ARO;202309160440;10.80;0.00;0.00;2.00;57.10;2.70;261.00;3.20;8.30;815.10;-;1023.00;1527.50;-;-;-;-;-;-;-
RAG;202309160440;16.60;0.00;0.00;0.00;67.00;10.50;119.00;16.90;30.20;959.20;1016.50;1017.80;-;-;-;-;-;-;-;-
BAN;202309160440;-;-;0.00;1.00;-;-;-;-;-;-;-;-;-;-;50.00;13.00;14.80;16.50;77.90;12.60
BAS;202309160440;16.40;0.00;0.00;0.00;91.90;15.10;132.00;4.30;9.70;977.20;1014.20;1014.80;-;-;-;-;-;-;-;-
LAT;202309160440;9.60;0.00;0.00;1.00;83.30;6.90;127.00;2.90;6.10;-;-;-;-;-;-;-;-;-;-;-
BER;202309160440;13.90;0.00;0.00;0.00;96.60;13.40;331.00;2.50;3.60;951.00;1015.20;1016.00;-;-;-;-;-;-;-;-
BEZ;202309160440;14.80;0.00;0.00;3.00;100.00;14.80;0.00;0.00;1.40;977.20;1015.50;1016.00;-;-;-;-;-;-;-;-
BIA;202309160440;15.90;0.00;0.00;0.00;96.40;15.30;178.00;11.50;22.70;986.20;1019.00;1019.40;-;-;-;-;-;-;-;-
BIN;202309160440;10.80;0.00;-;-;83.10;8.00;60.00;4.70;9.70;-;-;-;-;-;-;-;-;-;-;-
BIZ;202309160440;13.90;0.00;0.00;2.00;99.20;13.80;229.00;4.00;6.10;956.90;1015.90;1016.60;-;-;-;-;-;-;-;-
BIV;202309160440;8.60;0.00;-;-;82.70;5.80;91.00;7.60;11.90;-;-;-;-;-;-;-;-;-;-;-
BIE;202309160440;18.00;0.00;0.00;1.00;79.60;14.40;33.00;9.00;22.30;935.80;-;1015.50;1500.50;-;-;-;-;-;-;-
BLA;202309160440;8.30;0.00;0.00;3.00;92.20;7.10;50.00;3.60;6.50;849.10;-;1022.00;1530.10;-;-;-;-;-;-;-
BOL;202309160440;12.70;0.00;0.00;0.00;88.00;10.80;195.00;1.10;2.90;922.20;-;1017.30;1500.40;-;-;-;-;-;-;-
BOU;202309160440;19.90;-;-;-;68.80;14.00;247.00;7.20;11.20;970.10;1013.00;1014.40;-;-;-;-;-;-;-;-
BRZ;202309160440;-;0.00;-;-;-;-;68.00;7.60;9.70;949.70;-;1016.30;-;-;-;-;-;-;-;-
BUS;202309160440;14.40;0.00;0.00;1.00;99.40;14.30;76.00;0.40;1.40;970.20;1015.60;1016.10;-;-;-;-;-;-;-;-
BUF;202309160440;3.60;0.00;0.00;1.00;97.60;3.30;138.00;3.20;5.00;807.60;-;1024.90;1551.60;-;-;-;-;-;-;-
FRE;202309160440;15.00;0.00;0.00;2.00;82.50;12.00;356.00;5.40;7.60;881.10;-;1018.50;1510.10;-;-;-;-;-;-;-
CEV;202309160440;15.90;0.00;0.00;1.00;96.70;15.40;215.00;5.80;9.00;970.10;1019.20;1020.10;-;-;-;-;-;-;-;-
CHZ;202309160440;15.20;0.00;0.00;0.00;99.40;15.10;300.00;4.00;5.80;964.00;1015.50;1016.30;-;-;-;-;-;-;-;-
CHA;202309160440;12.10;0.00;0.00;0.00;78.30;8.40;123.00;23.80;27.00;841.10;-;1019.60;1507.30;-;-;-;-;-;-;-
CHM;202309160440;14.30;0.00;0.00;0.00;85.90;12.00;99.00;11.90;17.60;888.00;-;1017.80;1505.00;-;-;-;-;-;-;-
CHU;202309160440;15.00;0.00;0.00;1.00;73.50;10.30;208.00;8.60;18.70;953.20;1017.60;1018.70;-;-;-;-;-;-;-;-
CHD;202309160440;11.90;0.00;0.00;0.00;92.70;10.80;98.00;1.10;4.00;899.80;-;1017.90;1503.20;-;-;-;-;-;-;-
CIM;202309160440;10.40;0.00;0.00;0.00;98.20;10.10;208.00;4.00;5.80;837.60;-;1023.50;1539.60;-;-;-;-;-;-;-
CDM;202309160440;11.80;0.00;-;-;72.50;7.00;44.00;4.30;6.80;-;-;-;-;-;-;-;-;-;-;-
GSB;202309160440;5.60;0.00;0.00;0.00;100.00;5.60;284.00;30.20;37.80;757.30;-;1025.20;-;3127.20;-;-;-;-;-;-
COY;202309160440;10.60;0.00;-;-;99.30;10.50;347.00;2.90;4.00;-;-;-;-;-;-;-;-;-;-;-
CMA;202309160440;5.10;-;0.00;1.00;83.00;2.50;237.00;10.80;13.30;757.70;-;1025.30;-;3127.00;-;-;-;-;-;-
CRM;202309160440;15.70;0.00;-;0.00;93.50;14.70;46.00;1.80;4.00;964.60;1014.60;1015.40;-;-;-;-;-;-;-;-
DAV;202309160440;7.40;0.00;0.00;0.00;88.70;5.70;197.00;4.70;6.50;843.90;-;1022.80;1536.20;-;-;-;-;-;-;-
DEM;202309160440;12.70;0.00;0.00;2.00;98.80;12.50;128.00;4.00;8.60;964.00;1015.50;1015.80;-;-;-;-;-;-;-;-
DIS;202309160440;11.50;0.00;0.00;4.00;79.50;8.10;258.00;2.50;5.00;884.80;-;1021.70;1532.80;-;-;-;-;-;-;-
EBK;202309160440;10.40;0.00;0.00;2.00;99.30;10.30;0.00;0.00;0.00;944.30;-;1017.30;1491.60;-;-;-;-;-;-;-
EGH;202309160440;2.50;-;0.00;0.00;98.50;2.30;123.00;13.00;16.20;720.80;-;1026.80;-;3129.60;-;-;-;-;-;-
EGO;202309160440;14.50;0.00;-;3.00;99.40;14.40;0.00;0.00;0.00;954.60;1015.10;1016.00;-;-;-;-;-;-;-;-
EIN;202309160440;11.50;0.00;0.00;0.00;85.80;9.20;199.00;2.90;4.00;912.80;-;1018.00;1503.70;-;-;-;-;-;-;-
ELM;202309160440;12.90;0.00;0.00;0.00;72.60;8.10;167.00;4.30;7.20;908.40;-;1018.90;1513.60;-;-;-;-;-;-;-
ENG;202309160440;11.20;0.00;0.00;0.00;81.70;8.20;83.00;4.00;11.20;899.50;-;1018.50;1507.40;-;-;-;-;-;-;-
EVI;202309160440;17.50;0.00;0.00;4.00;68.40;11.60;141.00;32.00;47.90;958.90;1014.30;1015.70;-;-;-;-;-;-;-;-
EVO;202309160440;10.90;0.00;0.00;1.00;66.60;4.90;352.00;2.90;6.80;819.20;-;1021.90;1519.60;-;-;-;-;-;-;-
FAH;202309160440;14.10;0.00;0.00;2.00;92.80;13.00;66.00;4.00;5.80;945.60;1014.50;1015.50;-;-;-;-;-;-;-;-
FLU;202309160440;12.00;0.00;-;-;76.80;8.10;169.00;7.60;11.90;-;-;-;-;-;-;-;-;-;-;-
GRA;202309160440;13.70;0.00;0.00;1.00;99.50;13.60;66.00;2.50;3.60;939.80;-;1015.80;1490.10;-;-;-;-;-;-;-
FRU;202309160440;11.70;0.00;0.00;1.00;91.80;10.40;283.00;2.50;4.70;-;-;-;-;-;-;-;-;-;-;-
GVE;202309160440;17.80;0.00;0.00;0.00;89.20;16.00;357.00;3.60;7.20;965.90;1013.30;1014.50;-;-;-;-;-;-;-;-
GES;202309160440;16.40;0.00;-;-;87.60;14.30;355.00;2.20;4.00;955.10;1015.00;1016.40;-;-;-;-;-;-;-;-
GIH;202309160440;11.50;0.00;0.00;0.00;99.20;11.40;43.00;0.40;1.40;961.00;1016.50;1016.60;-;-;-;-;-;-;-;-
GLA;202309160440;12.90;0.00;0.00;2.00;90.90;11.50;201.00;1.80;3.20;956.60;1017.00;1017.50;-;-;-;-;-;-;-;-
GOR;202309160440;2.30;-;0.00;0.00;80.00;-0.80;163.00;6.50;10.40;700.00;-;1027.70;-;3131.50;-;-;-;-;-;-
GRE;202309160440;14.30;0.00;0.00;0.00;99.30;14.20;243.00;2.20;4.70;965.10;1015.10;1015.70;-;-;-;-;-;-;-;-
GRH;202309160440;9.00;0.00;0.00;0.00;73.00;4.40;173.00;15.10;24.10;807.60;-;1024.00;1535.20;-;-;-;-;-;-;-
GRO;202309160440;15.80;0.00;0.00;0.00;97.10;15.30;0.00;0.00;0.00;981.20;1019.20;1019.80;-;-;-;-;-;-;-;-
GRC;202309160440;11.40;0.00;0.00;0.00;73.70;6.90;-;-;-;842.20;-;1022.10;1528.70;-;-;-;-;-;-;-
GOS;202309160440;16.70;0.00;-;-;56.70;8.10;199.00;8.60;20.50;909.50;-;1019.20;1524.20;-;-;-;-;-;-;-
GOE;202309160440;13.80;0.00;0.00;2.00;99.90;13.80;104.00;4.00;5.00;970.60;1015.40;1015.70;-;-;-;-;-;-;-;-
GUE;202309160440;6.80;0.00;0.00;0.00;82.00;3.90;157.00;24.80;31.00;776.20;-;1024.80;1534.00;-;-;-;-;-;-;-
GUT;202309160440;16.30;0.00;0.00;1.00;99.30;16.20;213.00;2.90;4.00;964.50;1015.50;1016.50;-;-;-;-;-;-;-;-
HLL;202309160440;14.20;0.00;0.00;0.00;99.20;14.10;123.00;1.40;2.50;966.80;1015.80;1016.40;-;-;-;-;-;-;-;-
HOE;202309160440;17.40;0.00;0.00;0.00;44.80;5.30;185.00;17.30;20.90;889.20;-;1018.80;1517.80;-;-;-;-;-;-;-
ILZ;202309160440;9.10;0.00;0.00;1.00;99.30;9.00;-;-;-;938.80;-;1020.50;1514.80;-;-;-;-;-;-;-
INT;202309160440;13.60;0.00;0.00;2.00;97.50;13.20;56.00;4.30;6.80;948.60;1015.50;1016.40;-;-;-;-;-;-;-;-
JUN;202309160440;-0.20;-;0.00;0.00;75.60;-4.00;163.00;6.10;19.10;662.40;-;1029.20;-;3131.30;-;-;-;-;-;-
KOP;202309160440;14.50;0.00;0.00;0.00;94.80;13.70;220.00;5.80;10.40;959.00;1015.40;1016.20;-;-;-;-;-;-;-;-
BRL;202309160440;10.30;0.00;0.00;0.00;96.90;9.80;290.00;2.90;5.40;897.30;-;1017.80;1499.50;-;-;-;-;-;-;-
CDF;202309160440;12.80;0.00;0.00;0.00;89.20;11.10;52.00;3.20;6.10;900.40;-;1017.30;1499.90;-;-;-;-;-;-;-
DOL;202309160440;11.20;0.00;0.00;0.00;86.40;9.00;106.00;29.90;39.60;832.90;-;1019.10;1500.70;-;-;-;-;-;-;-
LAC;202309160440;16.10;0.00;-;-;82.90;13.20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
LAG;202309160440;12.70;0.00;0.00;0.00;99.30;12.60;107.00;1.80;2.90;930.00;-;1016.50;1493.80;-;-;-;-;-;-;-
MLS;202309160440;12.00;0.00;0.00;0.00;50.80;2.10;141.00;14.80;16.90;804.10;-;1021.40;1507.90;-;-;-;-;-;-;-
LEI;202309160440;14.90;0.00;0.00;2.00;100.00;14.90;90.00;1.10;4.70;975.50;1015.60;1016.10;-;-;-;-;-;-;-;-
ATT;202309160440;5.40;-;0.00;0.00;75.70;1.50;188.00;13.00;18.70;734.30;-;1025.40;-;3124.90;-;-;-;-;-;-
CHB;202309160440;14.50;0.00;-;-;93.40;13.40;320.00;5.80;8.60;897.50;-;1017.40;1503.40;-;-;-;-;-;-;-
DIA;202309160440;4.00;-;-;0.00;72.90;-0.40;158.00;38.50;43.20;713.40;-;1025.60;-;3119.00;-;-;-;-;-;-
MAR;202309160440;16.10;0.00;-;-;65.00;9.50;273.00;3.60;9.00;-;-;-;-;-;-;-;-;-;-;-
OTL;202309160440;16.80;0.10;0.00;0.00;92.40;15.60;270.00;2.50;3.60;975.60;1019.20;1020.00;-;-;-;-;-;-;-;-
LUG;202309160440;17.30;0.20;0.00;0.00;99.30;17.20;7.00;4.70;7.90;984.10;1019.30;1019.90;-;-;-;-;-;-;-;-
LUZ;202309160440;15.60;0.00;0.00;0.00;92.60;14.40;283.00;0.70;2.20;962.50;1015.30;1016.20;-;-;-;-;-;-;-;-
LAE;202309160440;17.00;-;0.00;1.00;84.90;14.40;142.00;8.60;10.40;919.30;-;1017.10;1509.30;-;-;-;-;-;-;-
MAG;202309160440;17.10;0.70;0.00;0.00;96.80;16.60;19.00;1.10;2.20;995.20;1019.30;1019.70;-;-;-;-;-;-;-;-
MAS;202309160440;14.30;0.00;-;-;94.30;13.40;192.00;7.60;10.10;-;-;-;-;-;-;-;-;-;-;-
MAH;202309160440;15.10;0.00;0.00;0.00;99.30;15.00;220.00;3.60;5.40;963.80;1014.50;1015.20;-;-;-;-;-;-;-;-
MTR;202309160440;7.10;-;0.00;2.00;96.80;6.60;140.00;16.20;20.20;786.00;-;1025.20;1540.90;-;-;-;-;-;-;-
MER;202309160440;11.40;0.00;0.00;2.00;95.50;10.70;103.00;2.90;5.40;947.50;1016.20;1016.50;-;-;-;-;-;-;-;-
MOB;202309160440;12.40;0.00;-;-;94.20;11.50;337.00;4.00;6.80;921.10;-;1018.40;1508.80;-;-;-;-;-;-;-
MVE;202309160440;14.10;0.00;0.00;0.00;59.10;6.20;60.00;14.00;27.40;859.50;-;1020.20;1518.10;-;-;-;-;-;-;-
GEN;202309160440;10.90;0.10;0.00;0.00;100.00;10.90;127.00;22.70;27.00;843.70;-;1023.30;1539.10;-;-;-;-;-;-;-
