Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309162110;19.60;0.00;0.00;0.00;76.30;15.30;233.00;5.80;8.60;953.60;1014.80;1016.90;-;-;-;-;-;-;-;-
COM;202309162110;16.30;0.00;0.00;0.00;99.30;16.20;252.00;2.90;4.30;953.90;1020.30;1021.70;-;-;-;-;-;-;-;-
ABO;202309162110;14.20;0.00;0.00;3.00;84.70;11.70;202.00;5.40;9.00;870.60;-;1021.00;1527.70;-;-;-;-;-;-;-
AIG;202309162110;17.00;0.00;0.00;0.00;90.70;15.50;185.00;5.40;7.20;971.50;1015.80;1016.70;-;-;-;-;-;-;-;-
ALT;202309162110;20.70;0.00;0.00;0.00;72.00;15.50;354.00;12.60;18.70;965.00;1015.10;1016.90;-;-;-;-;-;-;-;-
ARH;202309162110;18.10;0.00;0.00;1.00;99.00;17.90;142.00;2.50;5.00;969.20;1015.10;1016.30;-;-;-;-;-;-;-;-
AND;202309162110;16.20;0.00;0.00;0.00;65.80;9.80;159.00;3.60;9.00;907.50;-;1021.50;1541.80;-;-;-;-;-;-;-
ANT;202309162110;14.60;0.00;0.00;0.00;65.80;8.30;197.00;17.60;33.80;861.40;-;1023.80;1548.30;-;-;-;-;-;-;-
ARO;202309162110;13.50;0.00;0.00;2.00;53.90;4.40;222.00;10.40;19.40;816.40;-;1024.60;1537.60;-;-;-;-;-;-;-
RAG;202309162110;22.50;0.00;0.00;0.00;49.40;11.40;126.00;21.60;33.10;959.10;1015.20;1017.60;-;-;-;-;-;-;-;-
BAN;202309162110;-;-;0.00;0.00;-;-;-;-;-;-;-;-;-;-;246.00;3.20;4.00;18.30;53.90;8.80
BAS;202309162110;19.00;0.00;0.00;0.00;88.30;17.00;107.00;2.20;4.70;978.10;1014.80;1015.80;-;-;-;-;-;-;-;-
LAT;202309162110;13.00;0.00;0.00;1.00;84.60;10.50;238.00;2.20;4.70;-;-;-;-;-;-;-;-;-;-;-
BER;202309162110;15.40;0.00;0.00;0.00;86.10;13.10;225.00;2.50;5.00;952.50;1016.40;1017.60;-;-;-;-;-;-;-;-
BEZ;202309162110;18.10;0.00;0.00;3.00;97.60;17.70;212.00;1.80;3.20;977.50;1015.40;1016.30;-;-;-;-;-;-;-;-
BIA;202309162110;18.00;0.00;0.00;1.00;95.60;17.30;152.00;1.80;3.20;987.40;1020.00;1020.70;-;-;-;-;-;-;-;-
BIN;202309162110;14.30;0.00;-;-;66.00;8.00;53.00;7.20;13.00;-;-;-;-;-;-;-;-;-;-;-
BIZ;202309162110;16.90;0.00;0.00;2.00;96.40;16.30;230.00;5.80;7.90;957.10;1015.50;1016.80;-;-;-;-;-;-;-;-
BIV;202309162110;11.00;0.00;-;-;81.20;7.90;86.00;3.20;9.00;-;-;-;-;-;-;-;-;-;-;-
BIE;202309162110;15.70;0.00;0.00;1.00;88.40;13.80;278.00;6.10;7.90;938.40;-;1018.30;1516.90;-;-;-;-;-;-;-
BLA;202309162110;11.80;0.00;0.00;3.00;92.10;10.60;51.00;1.80;5.00;850.30;-;1023.40;1541.80;-;-;-;-;-;-;-
BOL;202309162110;14.10;0.00;0.00;0.00;91.40;12.70;261.00;2.50;4.30;923.90;-;1019.20;1519.20;-;-;-;-;-;-;-
BOU;202309162110;19.50;-;-;-;77.30;15.40;154.00;4.00;5.00;972.30;1015.40;1016.70;-;-;-;-;-;-;-;-
BRZ;202309162110;-;0.00;-;-;-;-;38.00;2.20;3.20;951.20;-;1017.80;-;-;-;-;-;-;-;-
BUS;202309162110;17.50;0.00;0.00;1.00;89.30;15.70;145.00;1.40;4.70;971.00;1015.90;1016.90;-;-;-;-;-;-;-;-
BUF;202309162110;10.10;0.00;0.00;1.00;85.90;7.90;86.00;1.80;3.60;808.70;-;1026.30;1552.80;-;-;-;-;-;-;-
FRE;202309162110;14.60;0.00;0.00;2.00;81.90;11.50;254.00;1.80;3.60;883.00;-;1020.60;1527.70;-;-;-;-;-;-;-
CEV;202309162110;17.40;0.00;0.00;1.00;94.50;16.50;321.00;2.20;5.00;971.40;1020.30;1021.40;-;-;-;-;-;-;-;-
CHZ;202309162110;18.80;0.00;0.00;0.00;79.10;15.10;79.00;3.20;5.00;964.70;1015.50;1017.00;-;-;-;-;-;-;-;-
CHA;202309162110;12.30;0.00;0.00;0.00;83.10;9.50;176.00;20.50;23.80;843.10;-;1021.90;1527.20;-;-;-;-;-;-;-
CHM;202309162110;15.50;0.00;0.00;0.00;75.90;11.30;173.00;4.30;7.90;889.90;-;1019.90;1524.60;-;-;-;-;-;-;-
CHU;202309162110;20.90;0.00;0.00;1.00;59.20;12.60;181.00;13.00;29.90;953.20;1016.20;1018.70;-;-;-;-;-;-;-;-
CHD;202309162110;14.50;0.00;0.00;0.00;87.20;12.40;10.00;4.30;5.80;901.70;-;1020.00;1525.40;-;-;-;-;-;-;-
CIM;202309162110;10.80;0.00;0.00;0.00;91.10;9.40;38.00;7.90;12.20;839.10;-;1025.30;1554.40;-;-;-;-;-;-;-
CDM;202309162110;12.30;0.00;-;-;82.90;9.50;215.00;4.30;7.60;-;-;-;-;-;-;-;-;-;-;-
GSB;202309162110;6.80;0.10;0.00;0.00;100.00;6.80;279.00;25.60;33.80;759.20;-;1027.60;-;3150.40;-;-;-;-;-;-
COY;202309162110;13.60;0.00;-;-;99.20;13.50;300.00;2.20;4.70;-;-;-;-;-;-;-;-;-;-;-
CMA;202309162110;6.30;-;0.00;1.00;95.40;5.60;246.00;18.40;24.10;759.40;-;1027.40;-;3148.00;-;-;-;-;-;-
CRM;202309162110;16.70;0.00;-;0.00;93.30;15.60;0.00;0.00;0.00;966.20;1016.10;1017.10;-;-;-;-;-;-;-;-
DAV;202309162110;12.80;0.00;0.00;0.00;75.30;8.50;190.00;4.70;11.20;844.70;-;1023.80;1543.00;-;-;-;-;-;-;-
DEM;202309162110;16.00;0.00;0.00;3.00;94.90;15.20;249.00;2.50;3.60;965.00;1016.00;1016.90;-;-;-;-;-;-;-;-
DIS;202309162110;15.50;0.00;0.00;4.00;64.70;8.90;317.00;4.30;5.40;885.80;-;1022.80;1547.30;-;-;-;-;-;-;-
EBK;202309162110;15.80;0.00;0.00;2.00;96.70;15.30;96.00;1.40;4.00;944.90;-;1017.90;1514.20;-;-;-;-;-;-;-
EGH;202309162110;4.20;-;0.00;0.00;100.00;4.20;88.00;14.00;19.10;722.50;-;1029.00;-;3150.10;-;-;-;-;-;-
EGO;202309162110;17.40;0.00;-;3.00;88.90;15.60;181.00;2.20;4.70;955.90;1015.80;1017.30;-;-;-;-;-;-;-;-
EIN;202309162110;14.90;0.00;0.00;0.00;92.50;13.70;238.00;0.70;2.50;913.80;-;1019.10;1520.30;-;-;-;-;-;-;-
ELM;202309162110;20.70;0.00;0.00;0.00;45.90;8.60;160.00;10.40;25.90;909.00;-;1019.50;1535.20;-;-;-;-;-;-;-
ENG;202309162110;14.90;0.00;0.00;0.00;91.70;13.60;89.00;5.00;10.80;900.80;-;1020.00;1525.90;-;-;-;-;-;-;-
EVI;202309162110;18.20;0.00;0.00;3.00;84.50;15.50;204.00;5.80;10.80;960.50;1015.90;1017.40;-;-;-;-;-;-;-;-
EVO;202309162110;12.50;0.00;0.00;1.00;74.10;8.00;136.00;5.00;8.30;821.10;-;1024.10;1537.40;-;-;-;-;-;-;-
FAH;202309162110;17.70;0.00;0.00;2.00;74.90;13.20;153.00;2.50;4.70;947.10;1015.20;1017.10;-;-;-;-;-;-;-;-
FLU;202309162110;14.40;0.00;-;-;88.90;12.60;150.00;3.60;6.50;-;-;-;-;-;-;-;-;-;-;-
GRA;202309162110;16.60;0.00;0.00;0.00;95.30;15.80;270.00;1.40;2.90;941.70;-;1017.80;1515.90;-;-;-;-;-;-;-
FRU;202309162110;16.30;0.00;0.00;1.00;88.60;14.40;235.00;3.60;6.10;-;-;-;-;-;-;-;-;-;-;-
GVE;202309162110;18.40;0.00;0.00;0.00;87.20;16.20;301.00;5.40;7.20;968.50;1016.00;1017.20;-;-;-;-;-;-;-;-
GES;202309162110;19.40;0.00;-;-;75.70;15.00;329.00;4.70;7.20;956.00;1015.30;1017.30;-;-;-;-;-;-;-;-
GIH;202309162110;16.80;0.00;0.00;1.00;96.20;16.20;320.00;1.10;2.90;961.90;1016.40;1017.50;-;-;-;-;-;-;-;-
